BFS_NR,Gemeindename,Jahr,Einwohner_pro_Quadratkilometer,Einwohner 0-14 Jahre alt,Einwohner 15-29 Jahre alt,Einwohner 30-44 Jahre alt,Einwohner 45-59 Jahre alt,Einwohner 60-74 Jahre alt,Einwohner 75-89 Jahre alt,Einwohner 90-104 Jahre alt,durchschnittliches_steuerbares_Einkommen_pro_Einwohner,Finanzvermoegen_pro_Einwohner,Einwohner,Einbruchdiebstahl_Total,Einschleichdiebstahl_Total,Einbruchdiebstahl_Versucht,Einschleichdiebstahl_Versucht,Einbruchdiebstahl_Vollendet,Einschleichdiebstahl_Vollendet
97,Rümlang,2011,555.7,988,1447,1667,1472,871,444,35,56942.0,10586.0,6724.0,55.0,20.0,18.0,0.0,37.0,20.0
98,Schleinikon,2011,127.8,111,128,153,201,95,33,1,59217.0,8529.0,717.0,1.0,0.0,0.0,0.0,1.0,0.0
99,Schöfflisdorf,2011,339.8,203,214,318,311,222,80,8,64499.0,6613.0,1355.0,4.0,4.0,4.0,0.0,0.0,4.0
100,Stadel,2011,153.6,316,318,423,520,270,125,8,61266.0,7255.0,1977.0,1.0,0.0,0.0,0.0,1.0,0.0
101,Steinmaur,2011,341.0,446,588,738,729,521,192,15,64566.0,7639.0,3177.0,8.0,7.0,1.0,1.0,7.0,6.0
102,Weiach,2011,106.7,127,168,207,306,140,67,7,56627.0,12756.0,987.0,1.0,1.0,1.0,0.0,0.0,1.0
111,Bäretswil,2011,219.9,823,834,1012,1148,769,272,22,54876.0,3679.0,4807.0,14.0,4.0,5.0,0.0,9.0,4.0
112,Bubikon,2011,581.7,1167,1119,1456,1531,1075,387,35,62506.0,2327.0,6586.0,23.0,13.0,10.0,3.0,13.0,10.0
113,Dürnten,2011,691.0,1213,1279,1489,1642,973,425,34,55575.0,4870.0,6672.0,12.0,4.0,2.0,0.0,10.0,4.0
114,Fischenthal,2011,77.1,437,408,525,535,280,116,23,48413.0,6593.0,2303.0,5.0,1.0,3.0,0.0,2.0,1.0
115,Gossau,2011,528.1,1575,1682,1991,2277,1488,593,47,63760.0,4549.0,9561.0,33.0,2.0,10.0,0.0,23.0,2.0
116,Grüningen,2011,361.9,509,559,633,796,478,195,15,62951.0,6414.0,3163.0,9.0,3.0,2.0,0.0,7.0,3.0
117,Hinwil,2011,472.6,1579,1995,2154,2362,1712,677,65,58990.0,3958.0,10379.0,50.0,16.0,15.0,5.0,35.0,11.0
118,Rüti,2011,1170.8,1739,2362,2424,2579,1733,883,82,50978.0,6907.0,11966.0,35.0,11.0,10.0,0.0,25.0,11.0
119,Seegräben,2011,344.3,207,236,294,296,202,61,2,66318.0,4770.0,1294.0,6.0,1.0,3.0,0.0,3.0,1.0
120,Wald,2011,364.5,1412,1767,1856,2193,1210,690,73,49242.0,2552.0,8973.0,15.0,6.0,6.0,0.0,9.0,6.0
121,Wetzikon,2011,1354.6,3433,4638,4914,4872,3118,1538,123,52120.0,4800.0,22118.0,138.0,27.0,45.0,1.0,93.0,26.0
131,Adliswil,2011,2240.0,2510,3087,4130,3536,2747,1375,87,63839.0,4014.0,16502.0,148.0,40.0,57.0,1.0,91.0,39.0
135,Kilchberg,2011,2900.4,1127,944,1836,1667,1189,670,108,115697.0,11242.0,7489.0,53.0,6.0,24.0,2.0,29.0,4.0
136,Langnau,2011,832.0,1106,1143,1486,1573,1283,562,44,70189.0,4958.0,7272.0,24.0,4.0,11.0,0.0,13.0,4.0
137,Oberrieden,2011,1793.9,685,677,982,1173,931,473,48,102493.0,13276.0,4943.0,18.0,0.0,5.0,0.0,13.0,0.0
138,Richterswil,2011,1665.4,2002,2151,2766,2854,1936,789,76,66935.0,4356.0,12351.0,35.0,6.0,10.0,0.0,25.0,6.0
139,Rüschlikon,2011,1844.2,782,752,1174,1281,842,504,50,581506.0,45276.0,5230.0,38.0,7.0,12.0,0.0,26.0,7.0
141,Thalwil,2011,3131.8,2516,2551,4297,3795,2662,1295,140,85271.0,5183.0,17213.0,75.0,20.0,26.0,1.0,49.0,19.0
151,Erlenbach,2011,1779.1,881,737,1107,1293,834,372,42,128112.0,15712.0,5258.0,15.0,8.0,5.0,0.0,10.0,8.0
152,Herrliberg,2011,682.9,984,850,1171,1534,1029,505,46,141658.0,21132.0,6083.0,25.0,6.0,5.0,0.0,20.0,6.0
153,Hombrechtikon,2011,665.2,1323,1322,1654,1844,1318,573,55,63223.0,4546.0,7993.0,36.0,13.0,13.0,0.0,23.0,13.0
154,Küsnacht,2011,1095.4,1982,1718,2776,3045,2366,1459,160,135257.0,17854.0,13501.0,84.0,23.0,26.0,1.0,58.0,22.0
155,Männedorf,2011,2196.6,1818,1330,2265,2388,1690,851,92,81706.0,4575.0,10442.0,54.0,9.0,17.0,0.0,37.0,9.0
156,Meilen,2011,1065.1,1909,1664,2785,2884,2163,1144,136,98396.0,13029.0,12571.0,62.0,17.0,26.0,0.0,36.0,17.0
157,Oetwil,2011,739.9,726,849,1032,1080,604,186,14,53741.0,5193.0,4376.0,6.0,1.0,4.0,0.0,2.0,1.0
158,Stäfa,2011,1610.2,2058,1994,2809,3263,2512,1138,90,76347.0,8362.0,13942.0,53.0,32.0,15.0,0.0,38.0,32.0
159,Uetikon,2011,1663.0,1031,836,1188,1415,944,374,49,91706.0,7245.0,5735.0,21.0,10.0,4.0,0.0,17.0,10.0
160,Zumikon,2011,939.2,811,679,941,1086,1004,573,53,158611.0,16068.0,5093.0,22.0,8.0,8.0,2.0,14.0,6.0
161,Zollikon,2011,1539.3,1728,1418,2584,2582,2141,1428,218,128484.0,8355.0,12040.0,76.0,14.0,29.0,0.0,47.0,14.0
172,Fehraltorf,2011,619.9,945,1066,1439,1328,846,242,23,63373.0,6047.0,5883.0,31.0,5.0,6.0,0.0,25.0,5.0
173,Hittnau,2011,266.3,599,617,754,915,429,137,13,59532.0,3781.0,3478.0,6.0,4.0,3.0,0.0,3.0,4.0
176,Lindau,2011,425.8,884,825,1157,1217,749,229,19,68559.0,3844.0,5008.0,33.0,12.0,12.0,1.0,21.0,11.0
177,Pfäffikon,2011,555.0,1628,1852,2301,2437,1753,784,62,58679.0,5066.0,10627.0,37.0,19.0,9.0,0.0,28.0,19.0
178,Russikon,2011,288.9,643,634,828,1028,718,256,19,72720.0,3423.0,4095.0,9.0,5.0,5.0,1.0,4.0,4.0
180,Weisslingen,2011,251.1,562,499,636,804,503,189,9,67672.0,6633.0,3225.0,15.0,0.0,5.0,0.0,10.0,0.0
181,Wila,2011,206.7,288,366,347,493,285,122,7,51414.0,4560.0,1935.0,14.0,4.0,4.0,0.0,10.0,4.0
1,Aeugst,2012,248.9,300,305,379,539,323,109,4,81087.0,10111.0,1910.0,1.0,1.0,1.0,0.0,0.0,1.0
2,Affoltern,2012,1062.7,1684,2260,2332,2541,1696,704,48,55488.0,4153.0,11160.0,106.0,9.0,38.0,1.0,68.0,8.0
3,Bonstetten,2012,696.8,1003,780,1232,1183,754,222,17,68082.0,3800.0,5173.0,8.0,5.0,3.0,1.0,5.0,4.0
4,Hausen,2012,246.5,589,502,681,849,551,189,11,62894.0,9845.0,3356.0,10.0,1.0,2.0,0.0,8.0,1.0
5,Hedingen,2012,536.9,616,614,695,894,508,160,19,72404.0,6652.0,3469.0,22.0,2.0,9.0,0.0,13.0,2.0
6,Kappel,2012,117.8,180,129,203,224,137,45,4,65627.0,10216.0,956.0,8.0,0.0,2.0,0.0,6.0,0.0
7,Knonau,2012,304.0,342,320,438,484,280,103,12,56631.0,6223.0,1894.0,11.0,0.0,2.0,0.0,9.0,0.0
8,Maschwanden,2012,137.0,116,102,151,136,93,41,2,53127.0,5220.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mettmenstetten,2012,338.2,725,778,890,1089,717,200,15,69649.0,8430.0,4377.0,29.0,11.0,16.0,3.0,13.0,8.0
10,Obfelden,2012,639.5,832,853,988,1130,766,237,22,63623.0,5657.0,4761.0,28.0,2.0,10.0,0.0,18.0,2.0
11,Ottenbach,2012,497.8,390,374,488,637,459,116,15,64102.0,6472.0,2459.0,11.0,0.0,6.0,0.0,5.0,0.0
12,Rifferswil,2012,145.7,203,136,207,214,140,52,5,64246.0,8116.0,933.0,3.0,0.0,0.0,0.0,3.0,0.0
13,Stallikon,2012,274.5,500,446,817,828,518,180,8,82891.0,5373.0,3275.0,27.0,5.0,11.0,1.0,16.0,4.0
22,Benken,2012,145.1,122,138,164,234,116,45,4,52848.0,10179.0,819.0,5.0,1.0,1.0,0.0,4.0,1.0
23,Berg,2012,83.1,61,104,108,151,132,26,5,60358.0,9139.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Buch,2012,88.2,171,143,212,216,120,35,1,61423.0,11260.0,894.0,1.0,1.0,0.0,0.0,1.0,1.0
25,Dachsen,2012,726.8,356,292,389,483,304,124,7,60101.0,5726.0,1956.0,21.0,5.0,6.0,0.0,15.0,5.0
26,Dorf,2012,114.4,105,114,120,172,92,28,3,64957.0,6430.0,633.0,5.0,0.0,1.0,0.0,4.0,0.0
27,Feuerthalen,2012,1383.6,519,591,811,795,458,261,24,54944.0,6207.0,3474.0,12.0,2.0,3.0,0.0,9.0,2.0
28,Flaach,2012,130.4,211,241,236,375,162,98,7,61643.0,7260.0,1249.0,9.0,2.0,3.0,0.0,6.0,2.0
29,Flurlingen,2012,589.6,217,231,278,375,210,99,5,66619.0,5374.0,1429.0,18.0,3.0,4.0,1.0,14.0,2.0
31,Henggart,2012,734.6,440,358,453,521,334,133,9,68547.0,6133.0,2242.0,16.0,5.0,6.0,1.0,10.0,4.0
33,Kleinandelfingen,2012,195.1,335,319,416,509,298,120,11,60370.0,7495.0,2028.0,15.0,2.0,3.0,0.0,12.0,2.0
34,Laufen-Uhwiesen,2012,249.6,245,199,315,392,271,130,8,69470.0,6532.0,1530.0,7.0,1.0,0.0,0.0,7.0,1.0
35,Marthalen,2012,138.8,276,397,378,477,311,113,12,56523.0,6534.0,1978.0,9.0,1.0,3.0,0.0,6.0,1.0
37,Ossingen,2012,102.8,241,235,249,306,218,92,7,51463.0,4282.0,1350.0,10.0,1.0,4.0,0.0,6.0,1.0
38,Rheinau,2012,150.7,178,236,233,390,199,97,13,61201.0,4638.0,1319.0,6.0,3.0,2.0,0.0,4.0,3.0
39,Thalheim,2012,139.4,162,128,208,226,133,38,3,56656.0,7308.0,877.0,9.0,0.0,5.0,0.0,4.0,0.0
40,Trüllikon,2012,102.7,144,132,195,234,214,57,6,53062.0,7647.0,993.0,7.0,0.0,2.0,0.0,5.0,0.0
41,Truttikon,2012,105.0,88,71,78,129,71,25,3,52112.0,8956.0,467.0,4.0,1.0,1.0,0.0,3.0,1.0
43,Volken,2012,95.1,62,49,58,89,30,21,2,64835.0,12071.0,307.0,2.0,3.0,0.0,0.0,2.0,3.0
51,Bachenbülach,2012,934.5,654,598,965,846,712,216,18,61043.0,7816.0,3995.0,15.0,3.0,5.0,1.0,10.0,2.0
52,Bassersdorf,2012,1249.1,1841,1995,2856,2413,1547,531,46,66742.0,5506.0,11170.0,52.0,19.0,17.0,0.0,35.0,19.0
53,Bülach,2012,1113.5,2710,3656,4189,3596,2567,1100,110,57150.0,5625.0,17503.0,97.0,34.0,33.0,0.0,64.0,34.0
54,Dietlikon,2012,1697.6,1092,1185,1599,1524,1184,547,33,68719.0,7858.0,7105.0,41.0,3.0,15.0,0.0,26.0,3.0
55,Eglisau,2012,517.7,804,784,1098,1068,677,251,19,65969.0,7146.0,4501.0,15.0,13.0,8.0,0.0,7.0,13.0
56,Embrach,2012,704.5,1473,1662,2058,2058,1277,411,36,58899.0,4989.0,8925.0,49.0,14.0,18.0,1.0,31.0,13.0
57,Freienstein-Teufen,2012,278.2,353,396,440,629,374,118,7,66095.0,5571.0,2279.0,5.0,2.0,2.0,0.0,3.0,2.0
58,Glattfelden,2012,369.3,728,806,1099,1107,582,200,24,57153.0,5924.0,4474.0,8.0,3.0,3.0,0.0,5.0,3.0
59,Hochfelden,2012,328.6,373,330,434,497,305,75,7,67240.0,9063.0,2010.0,8.0,0.0,4.0,0.0,4.0,0.0
60,Höri,2012,547.4,399,536,544,640,337,145,10,55729.0,6491.0,2450.0,9.0,5.0,3.0,0.0,6.0,5.0
61,Hüntwangen,2012,203.2,169,146,215,256,162,51,3,66165.0,15836.0,959.0,4.0,0.0,1.0,0.0,3.0,0.0
62,Kloten,2012,952.0,2535,3495,4463,3912,2566,1301,101,57588.0,7217.0,18210.0,181.0,35.0,69.0,2.0,112.0,33.0
63,Lufingen,2012,353.8,360,241,464,479,224,66,2,67567.0,7363.0,1828.0,8.0,3.0,3.0,0.0,5.0,3.0
64,Nürensdorf,2012,521.4,735,787,1154,1268,941,355,21,79287.0,7278.0,5234.0,15.0,4.0,5.0,0.0,10.0,4.0
65,Oberembrach,2012,100.7,139,173,223,261,162,60,7,63829.0,7772.0,1007.0,2.0,0.0,0.0,0.0,2.0,0.0
66,Opfikon,2012,2860.1,2395,3396,4332,3055,1863,918,86,52924.0,7678.0,15995.0,147.0,54.0,52.0,2.0,95.0,52.0
67,Rafz,2012,381.1,678,730,856,995,575,221,30,61862.0,5488.0,4061.0,16.0,4.0,4.0,0.0,12.0,4.0
68,Rorbas,2012,561.2,414,498,602,582,312,87,8,55051.0,9810.0,2479.0,14.0,6.0,5.0,1.0,9.0,5.0
69,Wallisellen,2012,2190.2,2034,2520,3596,2885,1971,1036,107,69034.0,6492.0,14075.0,107.0,20.0,38.0,0.0,69.0,20.0
70,Wasterkingen,2012,138.8,79,85,91,168,89,35,0,56457.0,8944.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Wil,2012,144.7,185,218,253,324,216,93,9,63733.0,9907.0,1297.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Winkel,2012,504.2,559,573,942,1085,698,216,11,95245.0,15064.0,3909.0,39.0,2.0,9.0,0.0,30.0,2.0
81,Bachs,2012,62.7,76,87,123,153,88,45,2,58402.0,8140.0,563.0,3.0,2.0,1.0,0.0,2.0,2.0
82,Boppelsen,2012,325.0,247,153,273,310,231,55,5,90138.0,11776.0,1291.0,4.0,1.0,0.0,0.0,4.0,1.0
83,Buchs,2012,1028.4,970,1272,1485,1416,702,183,19,60313.0,7536.0,5695.0,52.0,13.0,11.0,0.0,41.0,13.0
84,Dällikon,2012,830.8,593,651,841,881,579,172,5,60120.0,13377.0,3652.0,24.0,8.0,9.0,0.0,15.0,8.0
85,Dänikon,2012,688.9,331,386,431,467,241,67,6,63643.0,9369.0,1913.0,10.0,3.0,3.0,0.0,7.0,3.0
86,Dielsdorf,2012,985.9,876,1141,1355,1238,874,272,31,61620.0,6347.0,5770.0,31.0,10.0,13.0,1.0,18.0,9.0
87,Hüttikon,2012,417.5,91,109,146,179,106,33,4,75328.0,4636.0,666.0,1.0,0.0,0.0,0.0,1.0,0.0
88,Neerach,2012,503.2,381,365,732,826,558,153,4,89336.0,10976.0,3020.0,10.0,0.0,4.0,0.0,6.0,0.0
89,Niederglatt,2012,1268.9,716,827,1073,1072,605,243,32,56862.0,5694.0,4554.0,17.0,2.0,6.0,0.0,11.0,2.0
90,Niederhasli,2012,770.1,1432,1687,1955,1998,1210,411,17,60871.0,4559.0,8613.0,58.0,15.0,22.0,0.0,36.0,15.0
91,Niederweningen,2012,400.9,504,452,605,714,368,101,14,64745.0,9060.0,2758.0,9.0,5.0,2.0,0.0,7.0,5.0
92,Oberglatt,2012,736.3,1074,1243,1536,1282,709,198,18,50557.0,6027.0,5981.0,42.0,15.0,18.0,1.0,24.0,14.0
93,Oberweningen,2012,358.4,284,327,372,444,256,58,8,64844.0,4903.0,1739.0,4.0,0.0,1.0,0.0,3.0,0.0
94,Otelfingen,2012,381.6,509,412,682,611,393,134,10,69458.0,11177.0,2616.0,19.0,5.0,11.0,0.0,8.0,5.0
95,Regensberg,2012,205.9,93,55,127,107,74,33,1,73458.0,19974.0,498.0,1.0,1.0,0.0,0.0,1.0,1.0
96,Regensdorf,2012,1158.6,2746,3135,3920,3607,2414,1074,55,59103.0,6156.0,16849.0,122.0,50.0,40.0,6.0,82.0,44.0
97,Rümlang,2012,562.3,1012,1440,1632,1519,908,458,37,57370.0,10667.0,6935.0,46.0,13.0,23.0,0.0,23.0,13.0
98,Schleinikon,2012,127.1,107,133,148,202,97,31,0,59981.0,9237.0,722.0,1.0,3.0,0.0,0.0,1.0,3.0
99,Schöfflisdorf,2012,344.1,207,219,295,329,230,84,9,63708.0,7101.0,1355.0,3.0,1.0,1.0,0.0,2.0,1.0
100,Stadel,2012,155.9,320,343,410,514,289,126,8,61537.0,7478.0,1980.0,4.0,2.0,1.0,0.0,3.0,2.0
101,Steinmaur,2012,345.9,447,604,736,754,520,199,16,65638.0,7852.0,3233.0,8.0,13.0,3.0,3.0,5.0,10.0
102,Weiach,2012,112.3,144,185,218,304,154,65,6,58530.0,13260.0,1029.0,6.0,2.0,1.0,0.0,5.0,2.0
111,Bäretswil,2012,222.1,798,841,992,1184,792,296,25,56778.0,4086.0,4878.0,10.0,3.0,4.0,0.0,6.0,3.0
112,Bubikon,2012,589.0,1203,1099,1457,1530,1130,400,37,64539.0,2383.0,6776.0,28.0,3.0,13.0,1.0,15.0,2.0
113,Dürnten,2012,701.2,1233,1264,1492,1711,992,429,38,56837.0,4833.0,7054.0,14.0,5.0,6.0,0.0,8.0,5.0
114,Fischenthal,2012,77.3,443,417,494,554,292,110,20,49806.0,7493.0,2331.0,8.0,1.0,2.0,0.0,6.0,1.0
115,Gossau,2012,531.1,1590,1659,1961,2335,1535,591,38,62802.0,3714.0,9665.0,49.0,5.0,16.0,0.0,33.0,5.0
116,Grüningen,2012,366.1,515,562,623,808,496,201,17,65835.0,7374.0,3188.0,14.0,1.0,7.0,0.0,7.0,1.0
117,Hinwil,2012,475.2,1587,1940,2155,2381,1764,709,66,58871.0,4054.0,10559.0,21.0,11.0,7.0,0.0,14.0,11.0
118,Rüti,2012,1183.3,1730,2442,2369,2647,1773,881,86,52035.0,7181.0,11819.0,31.0,7.0,7.0,1.0,24.0,6.0
119,Seegräben,2012,346.7,206,228,297,303,204,65,4,65920.0,5076.0,1293.0,5.0,3.0,3.0,0.0,2.0,3.0
120,Wald,2012,369.3,1431,1726,1880,2244,1286,687,67,49821.0,2431.0,9223.0,21.0,5.0,8.0,0.0,13.0,5.0
121,Wetzikon,2012,1391.6,3443,4793,5060,4991,3232,1587,148,52967.0,4647.0,22669.0,185.0,20.0,65.0,5.0,120.0,15.0
131,Adliswil,2012,2307.3,2582,3159,4367,3613,2753,1419,104,62315.0,4597.0,17518.0,116.0,39.0,47.0,0.0,69.0,39.0
135,Kilchberg,2012,2938.8,1169,920,1916,1703,1162,673,98,117774.0,15469.0,7570.0,78.0,12.0,27.0,1.0,51.0,11.0
136,Langnau,2012,835.0,1120,1134,1470,1579,1304,568,48,71235.0,4524.0,7218.0,30.0,10.0,13.0,1.0,17.0,9.0
137,Oberrieden,2012,1792.4,696,681,955,1188,933,466,46,101174.0,12179.0,4971.0,37.0,4.0,12.0,0.0,25.0,4.0
138,Richterswil,2012,1698.7,2093,2139,2786,2926,1984,808,89,67218.0,4810.0,12583.0,57.0,15.0,26.0,0.0,31.0,15.0
139,Rüschlikon,2012,1855.5,812,729,1161,1300,855,511,50,124575.0,41546.0,5392.0,53.0,9.0,20.0,1.0,33.0,8.0
141,Thalwil,2012,3141.4,2526,2533,4249,3858,2681,1316,146,84439.0,4991.0,17286.0,89.0,17.0,25.0,2.0,64.0,15.0
151,Erlenbach,2012,1796.6,888,733,1090,1339,839,397,32,135728.0,16788.0,5265.0,24.0,0.0,7.0,0.0,17.0,0.0
152,Herrliberg,2012,683.8,976,861,1144,1551,1049,491,55,143414.0,21020.0,6130.0,34.0,3.0,12.0,1.0,22.0,2.0
153,Hombrechtikon,2012,666.1,1304,1342,1578,1885,1336,595,60,63048.0,4001.0,8096.0,23.0,9.0,6.0,2.0,17.0,7.0
154,Küsnacht,2012,1093.7,1959,1705,2687,3097,2400,1456,181,136851.0,16334.0,13524.0,97.0,13.0,26.0,2.0,71.0,11.0
155,Männedorf,2012,2202.5,1779,1386,2165,2483,1683,892,74,82185.0,4931.0,10441.0,35.0,9.0,16.0,0.0,19.0,9.0
156,Meilen,2012,1072.8,1934,1642,2745,2953,2197,1161,145,103015.0,12499.0,12705.0,56.0,10.0,10.0,1.0,46.0,9.0
157,Oetwil,2012,748.9,750,826,1038,1104,615,199,14,54447.0,5228.0,4506.0,11.0,4.0,3.0,1.0,8.0,3.0
158,Stäfa,2012,1610.5,2002,2002,2701,3340,2542,1176,103,77134.0,8968.0,13886.0,80.0,17.0,35.0,2.0,45.0,15.0
159,Uetikon,2012,1690.0,992,897,1185,1460,946,401,51,94570.0,6422.0,5845.0,29.0,1.0,13.0,0.0,16.0,1.0
160,Zumikon,2012,942.0,820,676,906,1125,982,598,55,160249.0,15142.0,5148.0,53.0,5.0,18.0,0.0,35.0,5.0
161,Zollikon,2012,1546.1,1755,1377,2620,2653,2093,1412,242,129938.0,8217.0,12103.0,93.0,11.0,38.0,1.0,55.0,10.0
172,Fehraltorf,2012,654.8,1019,1113,1500,1408,898,265,18,66311.0,6482.0,5896.0,33.0,7.0,13.0,0.0,20.0,7.0
173,Hittnau,2012,269.5,607,632,717,930,467,143,10,62559.0,5792.0,3470.0,4.0,0.0,0.0,0.0,4.0,0.0
176,Lindau,2012,436.5,890,849,1170,1258,779,244,17,69117.0,3516.0,5079.0,50.0,6.0,11.0,0.0,39.0,6.0
177,Pfäffikon,2012,565.0,1651,1859,2307,2532,1785,808,70,61542.0,4861.0,10824.0,46.0,11.0,15.0,1.0,31.0,10.0
178,Russikon,2012,289.4,660,619,803,1024,735,266,25,70739.0,3373.0,4130.0,13.0,5.0,4.0,1.0,9.0,4.0
180,Weisslingen,2012,248.9,573,459,596,809,530,195,11,69106.0,6892.0,3204.0,11.0,1.0,4.0,0.0,7.0,1.0
181,Wila,2012,210.4,274,374,352,507,297,126,12,51193.0,4701.0,1911.0,5.0,1.0,2.0,0.0,3.0,1.0
1,Aeugst,2013,250.3,312,286,378,553,323,114,4,80720.0,10131.0,1955.0,6.0,1.0,1.0,0.0,5.0,1.0
2,Affoltern,2013,1070.0,1649,2276,2332,2566,1730,738,51,56321.0,4698.0,11276.0,107.0,17.0,44.0,2.0,63.0,15.0
3,Bonstetten,2013,705.2,1016,781,1215,1215,781,231,15,68909.0,3916.0,5205.0,19.0,5.0,6.0,0.0,13.0,5.0
4,Hausen,2013,249.7,585,517,676,871,564,194,9,63116.0,10432.0,3376.0,7.0,2.0,2.0,0.0,5.0,2.0
5,Hedingen,2013,549.0,611,654,700,894,544,169,13,73519.0,6292.0,3511.0,14.0,4.0,4.0,0.0,10.0,4.0
6,Kappel,2013,122.0,179,141,205,238,143,44,5,69900.0,10049.0,922.0,3.0,2.0,1.0,0.0,2.0,2.0
7,Knonau,2013,307.1,348,326,410,507,296,105,7,58540.0,7449.0,1982.0,9.0,2.0,4.0,0.0,5.0,2.0
8,Maschwanden,2013,141.9,118,112,147,147,99,38,3,56272.0,6248.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Mettmenstetten,2013,338.7,713,794,868,1094,723,210,18,68173.0,7979.0,4420.0,21.0,0.0,11.0,0.0,10.0,0.0
10,Obfelden,2013,643.8,832,849,981,1142,798,243,16,63206.0,5785.0,4833.0,17.0,6.0,9.0,1.0,8.0,5.0
11,Ottenbach,2013,497.0,378,384,470,631,476,120,16,70025.0,5549.0,2480.0,6.0,0.0,5.0,0.0,1.0,0.0
12,Rifferswil,2013,146.0,204,116,205,230,150,48,6,62712.0,7955.0,957.0,1.0,0.0,0.0,0.0,1.0,0.0
13,Stallikon,2013,276.5,517,452,789,842,526,189,6,82427.0,4332.0,3309.0,23.0,7.0,5.0,1.0,18.0,6.0
22,Benken,2013,146.0,120,143,161,238,119,45,2,55086.0,9977.0,823.0,2.0,4.0,1.0,1.0,1.0,3.0
23,Berg,2013,81.6,58,98,99,155,131,33,2,61533.0,8466.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Buch,2013,90.3,186,135,214,225,127,31,1,63903.0,12542.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Dachsen,2013,735.7,355,315,363,508,305,125,8,60629.0,5379.0,1960.0,11.0,0.0,4.0,0.0,7.0,0.0
26,Dorf,2013,111.9,97,116,99,183,98,25,2,65056.0,8417.0,634.0,2.0,0.0,1.0,0.0,1.0,0.0
27,Feuerthalen,2013,1393.2,538,570,820,802,460,264,29,52189.0,7102.0,3464.0,8.0,2.0,3.0,0.0,5.0,2.0
28,Flaach,2013,132.5,214,254,239,364,172,97,11,62409.0,7821.0,1331.0,6.0,3.0,1.0,0.0,5.0,3.0
29,Flurlingen,2013,583.8,215,219,268,379,214,97,9,66287.0,5512.0,1414.0,3.0,0.0,1.0,0.0,2.0,0.0
31,Henggart,2013,742.8,428,376,439,541,336,142,11,67134.0,5956.0,2254.0,14.0,0.0,7.0,0.0,7.0,0.0
33,Kleinandelfingen,2013,198.1,338,324,425,511,310,119,11,60202.0,7343.0,2013.0,15.0,6.0,8.0,0.0,7.0,6.0
34,Laufen-Uhwiesen,2013,259.5,256,209,323,413,281,130,10,71427.0,6040.0,1558.0,14.0,1.0,3.0,1.0,11.0,0.0
35,Marthalen,2013,139.8,290,393,373,485,311,114,12,58411.0,6835.0,1968.0,7.0,2.0,3.0,0.0,4.0,2.0
37,Ossingen,2013,103.6,228,236,257,317,221,92,7,52941.0,4789.0,1348.0,6.0,1.0,1.0,0.0,5.0,1.0
38,Rheinau,2013,147.9,173,214,228,393,203,100,10,56747.0,8201.0,1345.0,1.0,8.0,1.0,1.0,0.0,7.0
39,Thalheim,2013,142.2,151,141,200,237,141,42,4,56908.0,9085.0,899.0,6.0,0.0,3.0,0.0,3.0,0.0
40,Trüllikon,2013,103.5,153,115,202,239,210,62,8,48620.0,8456.0,988.0,4.0,0.0,1.0,0.0,3.0,0.0
41,Truttikon,2013,101.8,82,66,78,126,73,23,3,49936.0,8432.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Volken,2013,93.3,62,45,58,92,26,21,1,63760.0,13410.0,310.0,1.0,0.0,0.0,0.0,1.0,0.0
51,Bachenbülach,2013,941.3,657,612,942,855,721,237,14,62514.0,7693.0,4019.0,24.0,2.0,10.0,0.0,14.0,2.0
52,Bassersdorf,2013,1259.0,1824,1994,2833,2470,1594,557,46,66860.0,5969.0,11243.0,70.0,9.0,24.0,0.0,46.0,9.0
53,Bülach,2013,1139.6,2786,3692,4250,3725,2620,1177,98,57782.0,4989.0,17975.0,125.0,39.0,35.0,2.0,90.0,37.0
54,Dietlikon,2013,1710.7,1096,1173,1591,1530,1206,585,38,67029.0,7932.0,7170.0,55.0,12.0,24.0,3.0,31.0,9.0
55,Eglisau,2013,543.4,856,816,1137,1121,718,258,28,67643.0,5266.0,4709.0,8.0,9.0,2.0,0.0,6.0,9.0
56,Embrach,2013,700.6,1471,1592,2016,2062,1310,439,36,59014.0,4532.0,8986.0,31.0,27.0,14.0,0.0,17.0,27.0
57,Freienstein-Teufen,2013,274.5,342,395,405,629,383,125,8,67335.0,5266.0,2317.0,22.0,2.0,8.0,0.0,14.0,2.0
58,Glattfelden,2013,376.2,762,799,1091,1137,621,203,18,58326.0,6145.0,4550.0,15.0,6.0,6.0,0.0,9.0,6.0
59,Hochfelden,2013,326.5,360,323,437,492,315,73,8,67714.0,8599.0,2022.0,4.0,0.0,1.0,0.0,3.0,0.0
60,Höri,2013,552.2,402,541,541,645,346,150,9,54364.0,6316.0,2619.0,19.0,4.0,6.0,1.0,13.0,3.0
