gemeinde,jahr,0-14 Jahre alt,15-29 Jahre alt,30-44 Jahre alt,45-59 Jahre alt,60-74 Jahre alt,75-89 Jahre alt,90-104 Jahre alt
Erlenbach,2022,879,792,1044,1407,913,556,77
Erlenbach,2023,851,806,994,1358,947,555,74
Fehraltorf,2010,950,1106,1433,1336,815,229,16
Fehraltorf,2011,945,1066,1439,1328,846,242,23
Fehraltorf,2012,1019,1113,1500,1408,898,265,18
Fehraltorf,2013,1033,1094,1458,1425,959,270,23
Fehraltorf,2014,1054,1056,1459,1457,989,271,23
Fehraltorf,2015,1039,1000,1458,1463,1014,295,23
Fehraltorf,2016,1073,980,1417,1484,1033,315,31
Fehraltorf,2017,1088,962,1396,1506,1054,338,34
Fehraltorf,2018,1118,918,1401,1510,1073,373,28
Fehraltorf,2019,1108,947,1385,1505,1103,409,23
Fehraltorf,2020,1133,933,1428,1483,1126,436,34
Fehraltorf,2021,1128,962,1440,1493,1149,462,33
Fehraltorf,2022,1146,999,1439,1517,1173,484,35
Fehraltorf,2023,1124,1048,1418,1514,1189,523,32
Feuerthalen,2010,507,644,806,768,468,249,25
Feuerthalen,2011,516,622,812,779,461,251,23
Feuerthalen,2012,519,591,811,795,458,261,24
Feuerthalen,2013,538,570,820,802,460,264,29
Feuerthalen,2014,531,543,830,823,471,266,33
Feuerthalen,2015,550,561,826,845,476,273,33
Feuerthalen,2016,577,552,810,848,479,283,40
Feuerthalen,2017,574,580,799,868,498,281,36
Feuerthalen,2018,567,553,797,845,518,307,35
Feuerthalen,2019,556,543,800,837,530,300,39
Feuerthalen,2020,583,551,844,840,542,308,32
Feuerthalen,2021,597,551,852,821,588,323,32
Feuerthalen,2022,595,543,853,809,604,321,41
Feuerthalen,2023,606,537,870,821,616,318,43
Fischenthal,2010,437,405,542,500,273,111,20
Fischenthal,2011,437,408,525,535,280,116,23
Fischenthal,2012,443,417,494,554,292,110,20
Fischenthal,2013,435,427,458,559,315,112,17
Fischenthal,2014,423,413,454,575,329,111,20
Fischenthal,2015,454,433,465,598,342,113,20
Fischenthal,2016,461,416,492,601,375,111,17
Fischenthal,2017,455,433,484,606,394,114,18
Fischenthal,2018,451,411,496,602,396,125,15
Fischenthal,2019,452,404,489,620,396,132,12
Fischenthal,2020,428,401,489,614,416,131,14
Fischenthal,2021,436,427,528,619,428,136,9
Fischenthal,2022,422,423,533,627,434,147,12
Fischenthal,2023,419,432,505,644,452,151,14
Flaach,2010,193,214,249,321,148,92,6
Flaach,2011,192,233,235,332,157,91,7
Flaach,2012,211,241,236,375,162,98,7
Flaach,2013,214,254,239,364,172,97,11
Flaach,2014,209,250,236,375,178,101,12
Flaach,2015,200,247,239,375,186,95,15
Flaach,2016,206,245,244,356,195,93,15
Flaach,2017,212,242,246,358,205,95,17
Flaach,2018,218,251,249,363,213,97,16
Flaach,2019,223,240,260,363,222,100,12
Flaach,2020,221,229,276,357,230,103,11
Flaach,2021,222,219,292,357,232,108,9
Flaach,2022,226,229,295,359,232,124,9
Flaach,2023,228,228,305,337,256,122,13
Flurlingen,2010,233,242,298,350,208,90,9
Flurlingen,2011,229,237,286,361,211,101,5
Flurlingen,2012,217,231,278,375,210,99,5
Flurlingen,2013,215,219,268,379,214,97,9
Flurlingen,2014,207,236,266,384,222,95,10
Flurlingen,2015,217,238,257,383,232,103,7
Flurlingen,2016,208,242,251,386,232,108,6
Flurlingen,2017,218,232,250,387,233,111,6
Flurlingen,2018,216,236,243,386,229,118,9
Flurlingen,2019,224,237,275,381,230,119,11
Flurlingen,2020,242,226,315,403,233,123,14
Flurlingen,2021,230,210,297,379,260,126,14
Flurlingen,2022,227,219,293,367,263,129,16
Flurlingen,2023,221,212,293,359,278,129,18
Freienstein-Teufen,2010,374,389,472,592,360,98,4
Freienstein-Teufen,2011,357,371,456,614,371,105,6
Freienstein-Teufen,2012,353,396,440,629,374,118,7
Freienstein-Teufen,2013,342,395,405,629,383,125,8
Freienstein-Teufen,2014,341,373,421,640,381,141,8
Freienstein-Teufen,2015,324,370,415,657,383,146,8
Freienstein-Teufen,2016,325,373,418,658,407,144,8
Freienstein-Teufen,2017,323,387,413,667,431,138,12
Freienstein-Teufen,2018,328,363,408,651,460,143,14
Freienstein-Teufen,2019,336,369,408,640,462,160,15
Freienstein-Teufen,2020,341,355,414,618,494,164,12
Freienstein-Teufen,2021,342,342,434,582,502,184,10
Freienstein-Teufen,2022,335,327,416,581,513,204,10
Freienstein-Teufen,2023,333,312,408,566,516,219,13
Fällanden,2010,1295,1209,1918,1670,1373,472,34
Fällanden,2011,1322,1183,1936,1710,1366,498,47
Fällanden,2012,1310,1186,1921,1730,1357,513,50
Fällanden,2013,1331,1169,1913,1779,1361,535,51
Fällanden,2014,1342,1159,1895,1815,1358,560,53
Fällanden,2015,1392,1169,1902,1859,1379,587,52
Fällanden,2016,1457,1143,1920,1851,1370,616,44
Fällanden,2017,1483,1206,1959,1863,1372,648,44
Fällanden,2018,1484,1237,1951,1902,1329,703,45
Fällanden,2019,1470,1226,1931,1913,1332,758,48
Fällanden,2020,1510,1304,1954,2000,1320,776,54
Fällanden,2021,1616,1349,2131,2034,1339,807,54
Fällanden,2022,1650,1366,2155,2031,1343,843,59
Fällanden,2023,1654,1388,2121,2087,1365,872,66
Geroldswil,2010,630,806,949,1165,784,308,10
Geroldswil,2011,640,797,946,1150,831,320,14
Geroldswil,2012,688,764,985,1132,823,331,19
Geroldswil,2013,714,771,962,1112,825,347,14
Geroldswil,2014,773,763,977,1095,832,362,20
Geroldswil,2015,807,750,984,1085,831,380,21
Geroldswil,2016,845,729,1014,1077,844,397,17
Geroldswil,2017,859,743,1009,1046,829,411,21
Geroldswil,2018,864,735,1024,1021,841,428,29
Geroldswil,2019,857,698,1015,1035,851,441,31
Geroldswil,2020,880,727,1064,1054,842,443,36
Geroldswil,2021,917,742,1095,1068,830,461,40
Geroldswil,2022,906,809,1101,1066,846,468,52
Geroldswil,2023,896,794,1133,1044,852,474,49
Glattfelden,2010,716,738,1051,978,564,194,19
Glattfelden,2011,727,789,1094,1070,569,195,19
Glattfelden,2012,728,806,1099,1107,582,200,24
Glattfelden,2013,762,799,1091,1137,621,203,18
Glattfelden,2014,778,837,1137,1180,647,225,20
Glattfelden,2015,805,842,1153,1211,671,234,29
Glattfelden,2016,832,852,1150,1236,687,255,29
Glattfelden,2017,867,881,1153,1290,696,275,27
Glattfelden,2018,896,841,1121,1295,732,292,18
Glattfelden,2019,912,796,1124,1319,735,309,23
Glattfelden,2020,904,784,1157,1328,752,326,22
Glattfelden,2021,899,816,1156,1340,759,346,31
Glattfelden,2022,868,796,1105,1331,765,359,34
Glattfelden,2023,874,844,1155,1333,799,376,32
Gossau,2010,1556,1680,2001,2236,1487,539,40
Gossau,2011,1575,1682,1991,2277,1488,593,47
Gossau,2012,1590,1659,1961,2335,1535,591,38
Gossau,2013,1559,1658,1908,2361,1542,626,38
Gossau,2014,1549,1648,1874,2398,1591,652,44
Gossau,2015,1498,1630,1861,2403,1622,677,53
Gossau,2016,1528,1625,1849,2387,1646,700,56
Gossau,2017,1525,1689,1836,2410,1673,740,64
Gossau,2018,1585,1734,1892,2441,1707,770,69
Gossau,2019,1592,1699,1941,2406,1733,815,68
Gossau,2020,1605,1639,1949,2365,1773,861,65
Gossau,2021,1612,1577,1932,2323,1807,897,80
Gossau,2022,1600,1598,1970,2301,1826,937,86
Gossau,2023,1611,1672,2049,2255,1909,965,87
Greifensee,2010,795,978,1084,1000,923,299,15
Greifensee,2011,809,936,1104,1023,908,322,20
Greifensee,2012,844,913,1134,1044,906,349,24
Greifensee,2013,875,899,1174,1058,889,392,18
Greifensee,2014,901,870,1131,1076,864,437,21
Greifensee,2015,909,872,1129,1104,859,466,21
Greifensee,2016,932,847,1111,1118,852,481,25
Greifensee,2017,919,821,1115,1137,810,517,26
Greifensee,2018,913,812,1122,1128,805,550,20
Greifensee,2019,922,802,1110,1155,800,569,21
Greifensee,2020,884,756,1092,1155,788,599,28
Greifensee,2021,898,760,1118,1165,763,607,35
Greifensee,2022,877,779,1070,1159,773,615,46
Greifensee,2023,865,834,1063,1156,782,636,48
Grüningen,2010,505,570,655,778,450,194,13
Grüningen,2011,509,559,633,796,478,195,15
Grüningen,2012,515,562,623,808,496,201,17
Grüningen,2013,515,560,633,818,514,203,26
Grüningen,2014,528,579,652,844,532,204,26
Grüningen,2015,519,552,672,822,550,217,26
Grüningen,2016,529,554,684,811,560,219,24
Grüningen,2017,537,507,695,814,565,218,25
Grüningen,2018,555,526,720,808,581,253,28
Grüningen,2019,584,573,760,808,611,270,32
Grüningen,2020,593,570,792,816,630,282,32
Grüningen,2021,620,574,826,826,659,289,29
Grüningen,2022,639,555,817,818,672,300,34
Grüningen,2023,617,546,824,809,692,314,35
Hagenbuch,2010,170,206,253,283,141,41,3
Hagenbuch,2011,168,192,259,281,144,47,2
Hagenbuch,2012,169,198,254,288,148,44,3
Hagenbuch,2013,156,191,245,282,162,42,6
Hagenbuch,2014,172,193,242,300,156,44,5
Hagenbuch,2015,169,190,235,306,162,44,1
Hagenbuch,2016,168,170,226,302,180,46,1
Hagenbuch,2017,174,169,235,292,193,40,2
Hagenbuch,2018,168,162,221,288,200,41,3
Hagenbuch,2019,165,137,236,280,206,50,5
Hagenbuch,2020,183,128,235,287,203,54,5
Hagenbuch,2021,200,126,251,280,208,56,3
Hagenbuch,2022,209,125,263,276,212,57,4
Hagenbuch,2023,203,140,271,264,212,69,4
Hausen,2010,575,547,721,812,535,160,12
Hausen,2011,597,528,695,813,543,175,11
Hausen,2012,589,502,681,849,551,189,11
Hausen,2013,585,517,676,871,564,194,9
Hausen,2014,585,499,681,913,578,198,15
Hausen,2015,563,503,661,938,595,205,11
Hausen,2016,601,501,671,954,600,220,9
Hausen,2017,612,506,682,975,622,241,8
Hausen,2018,612,508,687,985,633,259,9
Hausen,2019,627,513,688,993,647,270,11
Hausen,2020,636,514,692,997,665,276,17
Hausen,2021,637,526,673,991,699,302,22
Hausen,2022,625,552,673,975,707,314,26
Hausen,2023,629,593,669,966,738,340,27
Hedingen,2010,595,611,736,824,479,149,14
Hedingen,2011,584,637,705,861,508,154,15
Hedingen,2012,616,614,695,894,508,160,19
Hedingen,2013,611,654,700,894,544,169,13
Hedingen,2014,606,656,687,954,559,171,12
Hedingen,2015,616,636,688,965,551,185,14
Hedingen,2016,606,612,712,962,565,196,14
Hedingen,2017,599,602,705,973,573,210,16
Hedingen,2018,595,614,693,990,592,227,18
Hedingen,2019,587,637,715,973,616,227,20
Hedingen,2020,577,636,725,958,638,241,18
Hedingen,2021,571,615,711,971,631,255,23
Hedingen,2022,585,638,748,945,649,277,22
Hedingen,2023,601,641,758,966,654,298,23
Henggart,2010,442,328,509,491,313,124,7
Henggart,2011,453,340,481,499,332,126,8
Henggart,2012,440,358,453,521,334,133,9
Henggart,2013,428,376,439,541,336,142,11
Henggart,2014,410,386,429,546,338,154,11
Henggart,2015,386,381,415,548,345,166,9
Henggart,2016,364,384,401,553,359,168,11
Henggart,2017,359,401,383,557,356,187,13
Henggart,2018,352,388,367,557,370,197,12
Henggart,2019,353,376,359,557,371,206,13
Henggart,2020,361,376,391,563,369,220,14
Henggart,2021,360,376,381,574,362,227,22
Henggart,2022,347,366,353,558,383,230,20
Henggart,2023,356,357,391,551,399,246,18
Herrliberg,2010,996,811,1177,1534,1015,489,47
Herrliberg,2011,984,850,1171,1534,1029,505,46
Herrliberg,2012,976,861,1144,1551,1049,491,55
Herrliberg,2013,990,864,1106,1590,1053,495,61
Herrliberg,2014,997,882,1099,1616,1080,499,67
Herrliberg,2015,965,912,1099,1650,1088,504,71
Herrliberg,2016,951,937,1038,1684,1071,529,76
Herrliberg,2017,955,938,1022,1686,1045,568,76
Herrliberg,2018,967,942,1007,1736,1072,591,76
Herrliberg,2019,972,935,1057,1683,1108,622,81
Herrliberg,2020,978,953,1076,1694,1126,655,84
Herrliberg,2021,1002,933,1120,1677,1162,681,96
Herrliberg,2022,1021,940,1148,1625,1221,706,79
Herrliberg,2023,1018,923,1142,1609,1253,733,75
Hettlingen,2010,618,416,628,685,401,196,13
Hettlingen,2011,598,452,592,736,398,210,14
Hettlingen,2012,584,439,571,750,416,212,15
Hettlingen,2013,575,466,537,772,417,218,17
Hettlingen,2014,553,510,528,807,437,213,17
Hettlingen,2015,552,535,508,822,460,217,19
Hettlingen,2016,537,574,503,844,461,211,29
Hettlingen,2017,531,588,495,854,455,223,28
Hettlingen,2018,523,574,472,861,461,232,23
Hettlingen,2019,512,585,468,863,473,243,23
Hettlingen,2020,476,577,428,843,502,246,27
Hettlingen,2021,481,576,447,825,521,243,31
Hettlingen,2022,473,558,465,795,536,259,26
Hettlingen,2023,495,545,521,786,583,261,28
Hinwil,2010,1571,1954,2132,2335,1668,651,53
Hinwil,2011,1579,1995,2154,2362,1712,677,65
Hinwil,2012,1587,1940,2155,2381,1764,709,66
Hinwil,2013,1606,1934,2167,2442,1807,731,67
Hinwil,2014,1575,1916,2178,2481,1797,753,79
Hinwil,2015,1541,1952,2140,2532,1802,773,90
Hinwil,2016,1579,1996,2144,2618,1818,835,83
Hinwil,2017,1598,1962,2179,2641,1839,876,84
Hinwil,2018,1605,1871,2160,2612,1862,932,75
Hinwil,2019,1664,1867,2216,2565,1897,990,72
Hinwil,2020,1675,1853,2232,2522,1959,1026,77
Hinwil,2021,1738,1831,2333,2536,2035,1058,93
Hinwil,2022,1717,1781,2354,2495,2025,1093,98
Hinwil,2023,1764,1829,2468,2457,2089,1117,100
Hittnau,2010,608,621,771,908,418,129,12
Hittnau,2011,599,617,754,915,429,137,13
Hittnau,2012,607,632,717,930,467,143,10
Hittnau,2013,599,640,721,940,504,138,13
Hittnau,2014,614,655,702,985,522,148,14
Hittnau,2015,596,640,682,990,541,142,17
Hittnau,2016,585,624,664,979,568,149,15
Hittnau,2017,604,602,671,974,584,161,17
Hittnau,2018,609,598,665,991,609,179,21
Hittnau,2019,610,572,650,968,653,186,17
Hittnau,2020,641,550,692,962,662,202,19
Hittnau,2021,642,564,694,960,674,211,25
Hittnau,2022,626,541,678,961,698,228,21
Hittnau,2023,643,562,726,940,761,244,21
Hochfelden,2010,357,353,452,490,272,69,6
Hochfelden,2011,359,337,457,486,293,68,7
Hochfelden,2012,373,330,434,497,305,75,7
Hochfelden,2013,360,323,437,492,315,73,8
Hochfelden,2014,373,318,419,493,325,80,10
Hochfelden,2015,354,318,393,498,335,82,9
Hochfelden,2016,337,301,384,490,347,90,8
Hochfelden,2017,320,300,355,488,358,100,6
Hochfelden,2018,326,291,356,486,349,112,7
Hochfelden,2019,337,307,366,485,356,118,9
Hochfelden,2020,350,307,376,489,365,122,10
Hochfelden,2021,339,308,371,491,370,127,9
Hochfelden,2022,327,300,365,479,373,137,13
Hochfelden,2023,330,298,375,455,377,153,9
Hombrechtikon,2010,1337,1310,1652,1828,1258,553,56
Hombrechtikon,2011,1323,1322,1654,1844,1318,573,55
Hombrechtikon,2012,1304,1342,1578,1885,1336,595,60
Hombrechtikon,2013,1323,1317,1554,1949,1365,605,69
Hombrechtikon,2014,1338,1410,1584,2002,1392,622,72
Hombrechtikon,2015,1338,1382,1558,2029,1448,637,71
Hombrechtikon,2016,1353,1383,1604,2047,1465,668,75
Hombrechtikon,2017,1334,1345,1606,2051,1483,697,79
Hombrechtikon,2018,1373,1362,1664,2031,1487,736,79
Hombrechtikon,2019,1388,1314,1641,2069,1503,765,79
Hombrechtikon,2020,1374,1310,1631,2068,1547,806,78
Hombrechtikon,2021,1351,1311,1596,2045,1582,842,77
Hombrechtikon,2022,1327,1371,1616,2046,1635,874,83
Hombrechtikon,2023,1274,1388,1618,2046,1674,910,76
Horgen,2010,3286,3328,4944,4452,3256,1619,156
Horgen,2011,3315,3304,4907,4588,3226,1663,167
Horgen,2012,3354,3284,4976,4650,3245,1687,190
Horgen,2013,3410,3342,5002,4752,3284,1711,197
Horgen,2014,3500,3421,5020,4923,3335,1733,204
Horgen,2015,3538,3393,5047,5007,3373,1747,204
Horgen,2016,3593,3323,5025,5045,3383,1783,223
Horgen,2017,3589,3332,4943,5094,3391,1837,225
Horgen,2018,3630,3307,5017,5163,3381,1888,226
Horgen,2019,3718,3334,5142,5200,3405,1949,231
Horgen,2020,3738,3316,5149,5253,3422,1975,220
Horgen,2021,3785,3321,5252,5288,3399,2022,221
Horgen,2022,3806,3409,5347,5313,3430,2057,227
Horgen,2023,3800,3407,5319,5318,3480,2079,254
Höri,2010,407,474,524,588,320,134,10
Höri,2011,365,502,516,605,319,134,9
Höri,2012,399,536,544,640,337,145,10
Höri,2013,402,541,541,645,346,150,9
Höri,2014,399,535,550,642,370,157,9
Höri,2015,392,506,538,642,385,165,11
Höri,2016,401,506,546,659,397,171,10
Höri,2017,419,498,569,645,415,166,9
Höri,2018,428,503,603,689,433,160,15
Höri,2019,452,510,624,664,447,161,19
Höri,2020,467,525,678,660,440,165,22
Höri,2021,490,534,677,672,467,165,23
Höri,2022,488,653,755,733,479,164,25
Höri,2023,561,696,812,739,489,174,21
Hüntwangen,2010,160,137,207,241,147,50,4
Hüntwangen,2011,151,143,207,247,156,50,4
Hüntwangen,2012,169,146,215,256,162,51,3
Hüntwangen,2013,168,150,208,250,172,53,4
Hüntwangen,2014,173,146,207,254,173,58,3
Hüntwangen,2015,172,134,196,267,183,58,3
Hüntwangen,2016,170,145,179,276,188,57,7
Hüntwangen,2017,165,129,185,277,194,62,8
Hüntwangen,2018,166,127,189,287,182,71,6
Hüntwangen,2019,161,146,192,281,192,78,7
Hüntwangen,2020,161,143,185,283,203,85,6
Hüntwangen,2021,152,151,184,285,211,93,6
Hüntwangen,2022,154,157,180,276,215,103,7
Hüntwangen,2023,152,162,187,266,226,106,9
Hüttikon,2010,75,116,150,182,107,29,6
Hüttikon,2011,73,111,156,177,111,31,5
Hüttikon,2012,91,109,146,179,106,33,4
Hüttikon,2013,94,98,161,171,117,35,3
Hüttikon,2014,105,92,161,185,116,42,2
Hüttikon,2015,179,90,237,210,123,37,3
Hüttikon,2016,194,97,230,227,125,37,6
Hüttikon,2017,209,87,229,228,127,38,7
Hüttikon,2018,208,89,230,224,126,40,5
Hüttikon,2019,222,87,241,226,125,43,5
Hüttikon,2020,213,100,227,226,126,48,7
Hüttikon,2021,206,94,213,229,128,46,8
Hüttikon,2022,208,116,198,241,136,53,7
Hüttikon,2023,204,121,206,237,147,51,7
Illnau-Effretikon,2010,2432,2941,3582,3207,2755,1017,82
Illnau-Effretikon,2011,2478,3051,3623,3329,2749,1045,104
Illnau-Effretikon,2012,2481,3018,3631,3400,2757,1108,110
Illnau-Effretikon,2013,2510,3013,3627,3472,2746,1172,116
Illnau-Effretikon,2014,2517,2960,3638,3505,2696,1239,121
Illnau-Effretikon,2015,2488,2884,3697,3549,2663,1312,116
Illnau-Effretikon,2016,2508,2869,3700,3538,2605,1400,114
Illnau-Effretikon,2017,2555,2893,3758,3540,2612,1452,118
Illnau-Effretikon,2018,2564,2919,3754,3574,2599,1515,114
Illnau-Effretikon,2019,2615,3031,3788,3605,2554,1600,123
Illnau-Effretikon,2020,2609,2980,3819,3592,2549,1668,128
Illnau-Effretikon,2021,2606,3007,3797,3577,2566,1709,133
Illnau-Effretikon,2022,2636,3018,3827,3597,2588,1749,147
Illnau-Effretikon,2023,2647,2970,3902,3590,2607,1779,161
Kappel,2010,183,139,208,207,134,43,4
Kappel,2011,191,134,219,227,132,45,4
Kappel,2012,180,129,203,224,137,45,4
Kappel,2013,179,141,205,238,143,44,5
Kappel,2014,189,145,230,256,142,48,4
Kappel,2015,201,144,224,254,152,49,5
Kappel,2016,235,141,252,267,155,52,8
Kappel,2017,239,132,256,281,157,52,7
Kappel,2018,235,148,258,295,160,55,7
Kappel,2019,245,156,273,311,169,63,4
Kappel,2020,248,168,262,331,168,60,7
Kappel,2021,258,164,287,335,172,63,8
Kappel,2022,277,166,286,341,175,68,8
Kappel,2023,271,176,271,347,174,76,7
Kilchberg,2010,1091,941,1822,1610,1232,660,98
Kilchberg,2011,1127,944,1836,1667,1189,670,108
Kilchberg,2012,1169,920,1916,1703,1162,673,98
Kilchberg,2013,1166,974,1938,1756,1152,682,99
Kilchberg,2014,1206,983,1919,1792,1143,710,100
Kilchberg,2015,1250,1037,1972,1845,1168,711,94
Kilchberg,2016,1344,1016,2065,1912,1171,721,91
Kilchberg,2017,1395,1003,2061,1973,1183,731,91
Kilchberg,2018,1493,1038,2229,2033,1184,743,98
Kilchberg,2019,1547,1068,2216,2063,1168,769,94
Kilchberg,2020,1601,1095,2337,2102,1162,799,93
Kilchberg,2021,1648,1096,2332,2146,1175,802,95
Kilchberg,2022,1638,1070,2294,2157,1189,821,107
Kilchberg,2023,1652,1109,2305,2207,1210,835,107
Kleinandelfingen,2010,373,337,462,503,284,102,16
Kleinandelfingen,2011,344,327,436,494,297,112,12
Kleinandelfingen,2012,335,319,416,509,298,120,11
Kleinandelfingen,2013,338,324,425,511,310,119,11
Kleinandelfingen,2014,344,321,416,531,315,127,9
Kleinandelfingen,2015,350,311,416,531,323,129,8
Kleinandelfingen,2016,348,320,390,534,319,143,9
Kleinandelfingen,2017,358,316,396,514,338,142,13
Kleinandelfingen,2018,364,317,404,524,338,147,15
Kleinandelfingen,2019,345,303,398,510,340,166,15
Kleinandelfingen,2020,341,312,395,518,361,161,16
Kleinandelfingen,2021,338,327,398,515,374,164,15
Kleinandelfingen,2022,342,295,417,502,392,170,13
Kleinandelfingen,2023,349,300,437,500,412,177,16
Kloten,2010,2545,3358,4501,3706,2549,1248,88
Kloten,2011,2494,3456,4483,3847,2527,1288,88
Kloten,2012,2535,3495,4463,3912,2566,1301,101
Kloten,2013,2534,3422,4473,3946,2560,1316,103
Kloten,2014,2568,3335,4432,4003,2525,1351,115
Kloten,2015,2578,3302,4456,4050,2520,1389,117
Kloten,2016,2671,3495,4627,4138,2540,1422,128
Kloten,2017,2750,3560,4740,4157,2598,1410,147
Kloten,2018,2745,3602,4870,4217,2625,1439,149
Kloten,2019,2752,3732,4982,4347,2630,1476,159
Kloten,2020,2788,3753,5075,4442,2638,1504,164
Kloten,2021,2879,3834,5171,4454,2682,1525,170
Kloten,2022,2885,3782,5326,4472,2730,1522,191
Kloten,2023,2938,3855,5397,4523,2773,1538,197
Knonau,2010,330,306,390,419,244,106,7
Knonau,2011,328,318,422,441,268,107,10
Knonau,2012,342,320,438,484,280,103,12
Knonau,2013,348,326,410,507,296,105,7
Knonau,2014,355,326,407,531,295,111,8
Knonau,2015,370,341,406,547,305,114,11
Knonau,2016,404,341,419,561,307,115,11
Knonau,2017,433,349,482,579,316,131,11
Knonau,2018,458,360,503,562,329,146,13
Knonau,2019,477,340,510,556,334,144,12
Knonau,2020,474,331,499,565,344,140,15
Knonau,2021,493,353,509,569,360,147,15
Knonau,2022,481,360,499,544,365,148,14
Knonau,2023,468,376,506,548,362,165,15
Küsnacht,2010,1972,1726,2843,2987,2377,1453,141
Küsnacht,2011,1982,1718,2776,3045,2366,1459,160
Küsnacht,2012,1959,1705,2687,3097,2400,1456,181
Küsnacht,2013,1990,1692,2719,3104,2428,1499,191
Küsnacht,2014,2072,1731,2698,3188,2393,1518,220
Küsnacht,2015,2095,1714,2672,3200,2368,1538,209
Küsnacht,2016,2270,1735,2764,3238,2365,1557,214
Küsnacht,2017,2303,1730,2771,3291,2341,1588,226
Küsnacht,2018,2344,1755,2785,3289,2349,1599,226
Küsnacht,2019,2373,1801,2800,3369,2339,1617,238
Küsnacht,2020,2411,1878,2879,3390,2324,1672,252
Küsnacht,2021,2429,1883,2861,3363,2315,1690,253
Küsnacht,2022,2388,1914,2889,3340,2367,1690,241
Küsnacht,2023,2415,2015,2983,3341,2398,1705,245
Langnau,2010,1126,1156,1512,1565,1283,566,42
Langnau,2011,1106,1143,1486,1573,1283,562,44
Langnau,2012,1120,1134,1470,1579,1304,568,48
Langnau,2013,1135,1142,1465,1627,1295,592,52
Langnau,2014,1149,1176,1463,1653,1293,623,56
Langnau,2015,1179,1163,1444,1698,1262,655,48
Langnau,2016,1182,1167,1435,1717,1241,683,51
Langnau,2017,1197,1170,1402,1723,1226,723,59
Langnau,2018,1215,1174,1400,1733,1189,741,70
Langnau,2019,1235,1239,1455,1738,1198,779,83
Langnau,2020,1297,1207,1544,1746,1176,826,84
Langnau,2021,1291,1233,1556,1786,1183,842,86
Langnau,2022,1272,1252,1594,1799,1177,852,93
Langnau,2023,1305,1235,1628,1797,1219,857,99
Laufen-Uhwiesen,2010,250,205,333,339,258,120,6
Laufen-Uhwiesen,2011,259,192,335,351,264,125,7
Laufen-Uhwiesen,2012,245,199,315,392,271,130,8
Laufen-Uhwiesen,2013,256,209,323,413,281,130,10
Laufen-Uhwiesen,2014,257,216,298,430,286,134,14
Laufen-Uhwiesen,2015,245,228,285,431,290,146,14
Laufen-Uhwiesen,2016,243,222,283,444,293,139,20
Laufen-Uhwiesen,2017,245,231,280,449,300,144,20
Laufen-Uhwiesen,2018,238,258,270,461,304,156,20
Laufen-Uhwiesen,2019,233,267,270,488,316,164,21
Laufen-Uhwiesen,2020,228,272,272,479,332,172,25
Laufen-Uhwiesen,2021,223,258,265,466,363,180,25
Laufen-Uhwiesen,2022,223,244,280,463,360,186,24
Laufen-Uhwiesen,2023,218,258,289,459,379,186,21
Lindau,2010,870,829,1172,1184,713,221,18
Lindau,2011,884,825,1157,1217,749,229,19
Lindau,2012,890,849,1170,1258,779,244,17
Lindau,2013,866,894,1165,1307,798,259,17
Lindau,2014,890,890,1165,1298,851,267,25
Lindau,2015,881,897,1119,1312,851,289,30
Lindau,2016,877,919,1121,1346,860,314,33
Lindau,2017,894,934,1150,1378,891,347,27
Lindau,2018,868,926,1135,1371,912,348,32
Lindau,2019,861,932,1088,1405,908,359,36
Lindau,2020,852,909,1066,1410,918,379,43
Lindau,2021,856,891,1068,1407,912,424,43
Lindau,2022,889,886,1084,1440,929,447,42
Lindau,2023,914,893,1130,1454,943,483,43
Lufingen,2010,330,240,486,428,208,59,5
Lufingen,2011,358,239,486,459,220,58,3
Lufingen,2012,360,241,464,479,224,66,2
Lufingen,2013,352,260,431,528,235,63,3
Lufingen,2014,355,269,431,544,250,62,3
Lufingen,2015,380,296,478,575,257,75,5
Lufingen,2016,410,320,513,593,277,85,4
Lufingen,2017,431,376,557,624,288,94,3
Lufingen,2018,437,367,560,631,299,99,4
Lufingen,2019,429,380,553,617,322,108,5
Lufingen,2020,463,419,597,627,329,122,4
Lufingen,2021,467,404,623,635,357,124,4
Lufingen,2022,485,435,666,662,390,122,3
Lufingen,2023,485,462,696,648,416,127,7
Marthalen,2010,287,391,383,461,294,107,12
Marthalen,2011,287,401,395,471,294,112,15
Marthalen,2012,276,397,378,477,311,113,12
Marthalen,2013,290,393,373,485,311,114,12
Marthalen,2014,304,381,378,482,315,114,12
Marthalen,2015,298,358,362,476,331,114,11
Marthalen,2016,290,345,352,483,336,121,11
Marthalen,2017,290,328,358,483,352,127,11
Marthalen,2018,287,297,347,469,363,131,8
Marthalen,2019,291,299,346,452,374,134,12
Marthalen,2020,304,286,372,433,378,145,11
Marthalen,2021,297,288,369,415,398,153,7
Marthalen,2022,308,281,379,407,399,167,7
Marthalen,2023,310,276,386,395,401,170,10
Maschwanden,2010,107,89,148,134,91,41,2
Maschwanden,2011,112,102,154,131,96,42,4
Maschwanden,2012,116,102,151,136,93,41,2
Maschwanden,2013,118,112,147,147,99,38,3
Maschwanden,2014,113,118,143,148,99,40,3
Maschwanden,2015,105,107,135,158,94,36,3
Maschwanden,2016,100,100,133,150,93,41,3
Maschwanden,2017,113,89,132,160,100,38,4
Maschwanden,2018,117,82,138,169,96,42,4
Maschwanden,2019,114,79,128,172,97,43,7
