BFS_NR,Gebietname,Jahr,Einwohner pro Quadratkilometer
231,Zell,2015,438.4
231,Zell,2016,442.6
231,Zell,2017,456.8
231,Zell,2018,463.6
231,Zell,2019,485.0
231,Zell,2020,494.8
231,Zell,2021,496.1
231,Zell,2022,499.8
231,Zell,2023,517.1
241,Aesch,2009,192.5
241,Aesch,2010,198.8
241,Aesch,2011,208.3
241,Aesch,2012,222.7
241,Aesch,2013,227.5
241,Aesch,2014,227.3
241,Aesch,2015,230.4
241,Aesch,2016,244.0
241,Aesch,2017,257.9
241,Aesch,2018,298.5
241,Aesch,2019,318.8
241,Aesch,2020,327.6
241,Aesch,2021,324.8
241,Aesch,2022,319.0
241,Aesch,2023,325.5
242,Birmensdorf,2009,510.2
242,Birmensdorf,2010,514.1
242,Birmensdorf,2011,518.1
242,Birmensdorf,2012,520.6
242,Birmensdorf,2013,529.8
242,Birmensdorf,2014,539.5
242,Birmensdorf,2015,545.5
242,Birmensdorf,2016,548.9
242,Birmensdorf,2017,558.6
242,Birmensdorf,2018,568.9
242,Birmensdorf,2019,587.9
242,Birmensdorf,2020,603.6
242,Birmensdorf,2021,607.2
242,Birmensdorf,2022,616.7
242,Birmensdorf,2023,634.2
243,Dietikon,2009,2489.9
243,Dietikon,2010,2540.7
243,Dietikon,2011,2598.5
243,Dietikon,2012,2669.4
243,Dietikon,2013,2729.1
243,Dietikon,2014,2820.9
243,Dietikon,2015,2869.9
243,Dietikon,2016,2901.8
243,Dietikon,2017,2902.6
243,Dietikon,2018,2925.2
243,Dietikon,2019,2980.7
243,Dietikon,2020,3020.3
243,Dietikon,2021,3020.6
243,Dietikon,2022,3026.6
243,Dietikon,2023,3027.2
244,Geroldswil,2009,2404.2
244,Geroldswil,2010,2448.4
244,Geroldswil,2011,2472.6
244,Geroldswil,2012,2495.8
244,Geroldswil,2013,2497.4
244,Geroldswil,2014,2537.9
244,Geroldswil,2015,2556.8
244,Geroldswil,2016,2591.1
244,Geroldswil,2017,2588.4
244,Geroldswil,2018,2601.1
244,Geroldswil,2019,2593.7
244,Geroldswil,2020,2655.8
244,Geroldswil,2021,2712.1
244,Geroldswil,2022,2762.1
244,Geroldswil,2023,2758.9
245,Oberengstringen,2009,2921.0
245,Oberengstringen,2010,2981.8
245,Oberengstringen,2011,2983.2
245,Oberengstringen,2012,2989.3
245,Oberengstringen,2013,3011.2
245,Oberengstringen,2014,3055.6
245,Oberengstringen,2015,3060.3
245,Oberengstringen,2016,3066.8
245,Oberengstringen,2017,3069.6
245,Oberengstringen,2018,3084.5
245,Oberengstringen,2019,3163.8
245,Oberengstringen,2020,3156.8
245,Oberengstringen,2021,3192.0
245,Oberengstringen,2022,3207.0
245,Oberengstringen,2023,3191.5
246,Oetwil an der Limmat,2009,826.0
246,Oetwil an der Limmat,2010,828.5
246,Oetwil an der Limmat,2011,841.2
246,Oetwil an der Limmat,2012,839.7
246,Oetwil an der Limmat,2013,827.8
246,Oetwil an der Limmat,2014,833.9
246,Oetwil an der Limmat,2015,853.1
246,Oetwil an der Limmat,2016,878.0
246,Oetwil an der Limmat,2017,889.5
246,Oetwil an der Limmat,2018,919.5
246,Oetwil an der Limmat,2019,909.0
246,Oetwil an der Limmat,2020,913.0
246,Oetwil an der Limmat,2021,922.4
246,Oetwil an der Limmat,2022,925.6
246,Oetwil an der Limmat,2023,933.2
247,Schlieren,2009,2326.0
247,Schlieren,2010,2462.2
247,Schlieren,2011,2551.2
247,Schlieren,2012,2625.4
247,Schlieren,2013,2690.8
247,Schlieren,2014,2732.9
247,Schlieren,2015,2815.6
247,Schlieren,2016,2856.4
247,Schlieren,2017,2854.1
247,Schlieren,2018,2854.7
247,Schlieren,2019,2867.6
247,Schlieren,2020,3038.5
247,Schlieren,2021,3043.3
247,Schlieren,2022,3107.0
247,Schlieren,2023,3135.8
248,Uitikon,2009,877.6
248,Uitikon,2010,887.4
248,Uitikon,2011,898.6
248,Uitikon,2012,900.5
248,Uitikon,2013,893.2
248,Uitikon,2014,904.1
248,Uitikon,2015,937.7
248,Uitikon,2016,946.3
248,Uitikon,2017,967.8
248,Uitikon,2018,986.3
248,Uitikon,2019,1062.2
248,Uitikon,2020,1093.2
248,Uitikon,2021,1144.4
248,Uitikon,2022,1160.8
248,Uitikon,2023,1250.8
249,Unterengstringen,2009,963.2
249,Unterengstringen,2010,999.1
249,Unterengstringen,2011,994.1
249,Unterengstringen,2012,1006.8
249,Unterengstringen,2013,1023.1
249,Unterengstringen,2014,1058.8
249,Unterengstringen,2015,1076.3
249,Unterengstringen,2016,1111.0
249,Unterengstringen,2017,1124.0
249,Unterengstringen,2018,1153.9
249,Unterengstringen,2019,1167.9
249,Unterengstringen,2020,1185.1
249,Unterengstringen,2021,1221.1
249,Unterengstringen,2022,1224.1
249,Unterengstringen,2023,1279.2
250,Urdorf,2009,1195.8
250,Urdorf,2010,1186.1
250,Urdorf,2011,1221.8
250,Urdorf,2012,1249.1
250,Urdorf,2013,1255.6
250,Urdorf,2014,1269.6
250,Urdorf,2015,1277.8
250,Urdorf,2016,1273.6
250,Urdorf,2017,1290.4
250,Urdorf,2018,1297.2
250,Urdorf,2019,1316.0
250,Urdorf,2020,1320.4
250,Urdorf,2021,1347.1
250,Urdorf,2022,1362.4
250,Urdorf,2023,1370.7
251,Weiningen,2009,772.6
251,Weiningen,2010,783.1
251,Weiningen,2011,789.1
251,Weiningen,2012,792.8
251,Weiningen,2013,803.7
251,Weiningen,2014,816.1
251,Weiningen,2015,835.2
251,Weiningen,2016,879.3
251,Weiningen,2017,881.5
251,Weiningen,2018,890.2
251,Weiningen,2019,887.2
251,Weiningen,2020,897.8
251,Weiningen,2021,898.7
251,Weiningen,2022,901.5
251,Weiningen,2023,935.1
261,Zürich,2009,4153.6
261,Zürich,2010,4232.6
261,Zürich,2011,4277.7
261,Zürich,2012,4322.1
261,Zürich,2013,4365.3
261,Zürich,2014,4442.3
261,Zürich,2015,4505.4
261,Zürich,2016,4563.6
261,Zürich,2017,4635.3
261,Zürich,2018,4707.8
261,Zürich,2019,4765.8
261,Zürich,2020,4787.2
261,Zürich,2021,4802.1
261,Zürich,2022,4855.4
261,Zürich,2023,4919.8
291,Andelfingen,2018,200.0
291,Andelfingen,2019,201.0
291,Andelfingen,2020,200.0
291,Andelfingen,2021,201.7
291,Andelfingen,2022,201.6
291,Andelfingen,2023,210.0
292,Stammheim,2009,109.8
292,Stammheim,2010,110.4
292,Stammheim,2011,111.6
292,Stammheim,2012,111.1
292,Stammheim,2013,113.1
292,Stammheim,2014,113.8
292,Stammheim,2015,115.7
292,Stammheim,2016,114.6
292,Stammheim,2017,114.4
292,Stammheim,2018,114.4
292,Stammheim,2019,116.2
292,Stammheim,2020,119.3
292,Stammheim,2021,119.0
292,Stammheim,2022,119.9
292,Stammheim,2023,121.0
293,Wädenswil,2009,645.0
293,Wädenswil,2010,651.4
293,Wädenswil,2011,664.1
293,Wädenswil,2012,665.9
293,Wädenswil,2013,666.5
293,Wädenswil,2014,673.7
293,Wädenswil,2015,683.6
293,Wädenswil,2016,686.3
293,Wädenswil,2017,687.1
293,Wädenswil,2018,683.4
293,Wädenswil,2019,690.3
293,Wädenswil,2020,697.0
293,Wädenswil,2021,700.5
293,Wädenswil,2022,706.9
293,Wädenswil,2023,722.9
294,Elgg,2009,175.2
294,Elgg,2010,179.0
294,Elgg,2011,183.4
294,Elgg,2012,184.9
294,Elgg,2013,188.2
294,Elgg,2014,189.6
294,Elgg,2015,192.1
294,Elgg,2016,196.9
294,Elgg,2017,200.9
294,Elgg,2018,200.7
294,Elgg,2019,202.2
294,Elgg,2020,202.8
294,Elgg,2021,205.4
294,Elgg,2022,207.7
294,Elgg,2023,209.4
295,Horgen,2009,670.2
295,Horgen,2010,682.5
295,Horgen,2011,686.7
295,Horgen,2012,693.7
295,Horgen,2013,703.8
295,Horgen,2014,718.0
295,Horgen,2015,723.6
295,Horgen,2016,725.8
295,Horgen,2017,726.9
295,Horgen,2018,733.2
295,Horgen,2019,745.1
295,Horgen,2020,748.2
295,Horgen,2021,755.1
295,Horgen,2022,764.9
295,Horgen,2023,767.1
296,Illnau-Effretikon,2009,479.5
296,Illnau-Effretikon,2010,486.7
296,Illnau-Effretikon,2011,497.7
296,Illnau-Effretikon,2012,501.5
296,Illnau-Effretikon,2013,506.1
296,Illnau-Effretikon,2014,506.7
296,Illnau-Effretikon,2015,507.7
296,Illnau-Effretikon,2016,508.5
296,Illnau-Effretikon,2017,514.4
296,Illnau-Effretikon,2018,517.7
296,Illnau-Effretikon,2019,526.2
296,Illnau-Effretikon,2020,527.0
296,Illnau-Effretikon,2021,528.6
296,Illnau-Effretikon,2022,533.6
296,Illnau-Effretikon,2023,536.5
297,Bauma,2009,153.1
297,Bauma,2010,153.3
297,Bauma,2011,154.3
297,Bauma,2012,154.9
297,Bauma,2013,157.7
297,Bauma,2014,160.0
297,Bauma,2015,164.0
297,Bauma,2016,166.0
297,Bauma,2017,167.0
297,Bauma,2018,168.1
297,Bauma,2019,165.0
297,Bauma,2020,165.3
297,Bauma,2021,165.4
297,Bauma,2022,166.8
297,Bauma,2023,171.0
298,Wiesendangen,2009,298.0
298,Wiesendangen,2010,306.1
298,Wiesendangen,2011,309.7
298,Wiesendangen,2012,312.6
298,Wiesendangen,2013,315.8
298,Wiesendangen,2014,319.8
298,Wiesendangen,2015,325.6
298,Wiesendangen,2016,328.5
298,Wiesendangen,2017,332.4
298,Wiesendangen,2018,340.4
298,Wiesendangen,2019,345.1
298,Wiesendangen,2020,346.9
298,Wiesendangen,2021,348.1
298,Wiesendangen,2022,350.2
298,Wiesendangen,2023,351.4
