BFS_NR,Gemeindename,Jahr,durchschnittliches steuerbares Einkommen pro Einwohner
224,Pfungen,2010,50757.0
224,Pfungen,2011,50836.0
224,Pfungen,2012,51291.0
224,Pfungen,2013,52410.0
224,Pfungen,2014,52491.0
224,Pfungen,2015,52783.0
224,Pfungen,2016,53561.0
224,Pfungen,2017,55302.0
224,Pfungen,2018,55880.0
224,Pfungen,2019,55716.0
224,Pfungen,2020,55605.0
224,Pfungen,2021,56649.0
224,Pfungen,2022,57264.0
225,Rickenbach,2009,60924.0
225,Rickenbach,2010,60400.0
225,Rickenbach,2011,60310.0
225,Rickenbach,2012,61781.0
225,Rickenbach,2013,62787.0
225,Rickenbach,2014,61232.0
225,Rickenbach,2015,59625.0
225,Rickenbach,2016,58343.0
225,Rickenbach,2017,54237.0
225,Rickenbach,2018,61156.0
225,Rickenbach,2019,59802.0
225,Rickenbach,2020,60206.0
225,Rickenbach,2021,63148.0
225,Rickenbach,2022,62386.0
226,Schlatt,2009,52264.0
226,Schlatt,2010,52196.0
226,Schlatt,2011,52993.0
226,Schlatt,2012,57220.0
226,Schlatt,2013,56739.0
226,Schlatt,2014,58788.0
226,Schlatt,2015,56983.0
226,Schlatt,2016,57951.0
226,Schlatt,2017,54863.0
226,Schlatt,2018,59307.0
226,Schlatt,2019,58219.0
226,Schlatt,2020,60127.0
226,Schlatt,2021,60384.0
226,Schlatt,2022,59038.0
227,Seuzach,2009,65295.0
227,Seuzach,2010,66773.0
227,Seuzach,2011,68858.0
227,Seuzach,2012,70347.0
227,Seuzach,2013,71549.0
227,Seuzach,2014,73523.0
227,Seuzach,2015,73670.0
227,Seuzach,2016,74183.0
227,Seuzach,2017,76073.0
227,Seuzach,2018,75801.0
227,Seuzach,2019,75019.0
227,Seuzach,2020,77736.0
227,Seuzach,2021,76322.0
227,Seuzach,2022,74855.0
228,Turbenthal,2009,49450.0
228,Turbenthal,2010,48737.0
228,Turbenthal,2011,48313.0
228,Turbenthal,2012,49356.0
228,Turbenthal,2013,50966.0
228,Turbenthal,2014,50367.0
228,Turbenthal,2015,51579.0
228,Turbenthal,2016,52424.0
228,Turbenthal,2017,51086.0
228,Turbenthal,2018,52516.0
228,Turbenthal,2019,52356.0
228,Turbenthal,2020,53990.0
228,Turbenthal,2021,54022.0
228,Turbenthal,2022,53572.0
230,Winterthur,2009,51654.0
230,Winterthur,2010,52999.0
230,Winterthur,2011,53236.0
230,Winterthur,2012,54190.0
230,Winterthur,2013,54541.0
230,Winterthur,2014,54786.0
230,Winterthur,2015,54791.0
230,Winterthur,2016,54674.0
230,Winterthur,2017,55361.0
230,Winterthur,2018,55308.0
230,Winterthur,2019,55969.0
230,Winterthur,2020,56666.0
230,Winterthur,2021,55973.0
230,Winterthur,2022,55950.0
231,Zell,2009,46721.0
231,Zell,2010,48657.0
231,Zell,2011,50370.0
231,Zell,2012,51302.0
231,Zell,2013,52278.0
231,Zell,2014,52828.0
231,Zell,2015,52359.0
231,Zell,2016,52470.0
231,Zell,2017,53854.0
231,Zell,2018,54810.0
231,Zell,2019,55764.0
231,Zell,2020,55520.0
231,Zell,2021,54493.0
231,Zell,2022,53910.0
241,Aesch,2009,84695.0
241,Aesch,2010,88193.0
241,Aesch,2011,88760.0
241,Aesch,2012,87693.0
241,Aesch,2013,97325.0
241,Aesch,2014,96986.0
241,Aesch,2015,99240.0
241,Aesch,2016,99294.0
241,Aesch,2017,90742.0
241,Aesch,2018,92198.0
241,Aesch,2019,95163.0
241,Aesch,2020,90008.0
241,Aesch,2021,88057.0
241,Aesch,2022,91213.0
242,Birmensdorf,2009,69544.0
242,Birmensdorf,2010,71206.0
242,Birmensdorf,2011,69682.0
242,Birmensdorf,2012,70887.0
242,Birmensdorf,2013,71464.0
242,Birmensdorf,2014,72253.0
242,Birmensdorf,2015,72785.0
242,Birmensdorf,2016,71336.0
242,Birmensdorf,2017,72263.0
242,Birmensdorf,2018,69943.0
242,Birmensdorf,2019,73849.0
242,Birmensdorf,2020,74033.0
242,Birmensdorf,2021,73146.0
242,Birmensdorf,2022,70107.0
243,Dietikon,2009,47706.0
243,Dietikon,2010,48127.0
243,Dietikon,2011,48986.0
243,Dietikon,2012,49051.0
243,Dietikon,2013,49484.0
243,Dietikon,2014,50103.0
243,Dietikon,2015,49603.0
243,Dietikon,2016,50363.0
243,Dietikon,2017,49535.0
243,Dietikon,2018,49378.0
243,Dietikon,2019,50382.0
243,Dietikon,2020,51149.0
243,Dietikon,2021,51384.0
243,Dietikon,2022,50557.0
244,Geroldswil,2009,66919.0
244,Geroldswil,2010,66141.0
244,Geroldswil,2011,66578.0
244,Geroldswil,2012,68925.0
244,Geroldswil,2013,68609.0
244,Geroldswil,2014,69253.0
244,Geroldswil,2015,70035.0
244,Geroldswil,2016,73201.0
244,Geroldswil,2017,72775.0
244,Geroldswil,2018,73274.0
244,Geroldswil,2019,72762.0
244,Geroldswil,2020,72031.0
244,Geroldswil,2021,69493.0
244,Geroldswil,2022,69944.0
245,Oberengstringen,2009,63544.0
245,Oberengstringen,2010,63419.0
245,Oberengstringen,2011,64059.0
245,Oberengstringen,2012,62149.0
245,Oberengstringen,2013,62622.0
245,Oberengstringen,2014,62778.0
245,Oberengstringen,2015,64099.0
245,Oberengstringen,2016,66504.0
245,Oberengstringen,2017,63972.0
245,Oberengstringen,2018,64930.0
245,Oberengstringen,2019,64531.0
245,Oberengstringen,2020,63776.0
245,Oberengstringen,2021,63624.0
245,Oberengstringen,2022,62166.0
246,Oetwil an der Limmat,2009,72749.0
246,Oetwil an der Limmat,2010,76534.0
246,Oetwil an der Limmat,2011,75943.0
246,Oetwil an der Limmat,2012,78417.0
246,Oetwil an der Limmat,2013,77054.0
246,Oetwil an der Limmat,2014,75541.0
246,Oetwil an der Limmat,2015,79578.0
246,Oetwil an der Limmat,2016,79574.0
246,Oetwil an der Limmat,2017,78011.0
246,Oetwil an der Limmat,2018,78054.0
246,Oetwil an der Limmat,2019,77409.0
246,Oetwil an der Limmat,2020,78738.0
246,Oetwil an der Limmat,2021,81933.0
246,Oetwil an der Limmat,2022,80751.0
247,Schlieren,2009,48334.0
247,Schlieren,2010,48420.0
247,Schlieren,2011,50371.0
247,Schlieren,2012,51024.0
247,Schlieren,2013,52353.0
247,Schlieren,2014,51622.0
247,Schlieren,2015,51933.0
247,Schlieren,2016,52412.0
247,Schlieren,2017,53310.0
247,Schlieren,2018,53619.0
247,Schlieren,2019,53812.0
247,Schlieren,2020,53715.0
247,Schlieren,2021,53376.0
247,Schlieren,2022,53319.0
248,Uitikon,2009,134579.0
248,Uitikon,2010,155116.0
248,Uitikon,2011,148081.0
248,Uitikon,2012,147017.0
248,Uitikon,2013,155870.0
248,Uitikon,2014,145743.0
248,Uitikon,2015,147785.0
248,Uitikon,2016,141163.0
248,Uitikon,2017,138818.0
248,Uitikon,2018,136618.0
248,Uitikon,2019,130722.0
248,Uitikon,2020,127185.0
248,Uitikon,2021,128739.0
248,Uitikon,2022,131465.0
249,Unterengstringen,2009,76472.0
249,Unterengstringen,2010,73566.0
249,Unterengstringen,2011,74588.0
249,Unterengstringen,2012,74207.0
249,Unterengstringen,2013,75853.0
249,Unterengstringen,2014,71904.0
249,Unterengstringen,2015,75567.0
249,Unterengstringen,2016,74640.0
249,Unterengstringen,2017,76160.0
249,Unterengstringen,2018,78857.0
249,Unterengstringen,2019,80651.0
249,Unterengstringen,2020,76827.0
249,Unterengstringen,2021,77984.0
249,Unterengstringen,2022,75769.0
250,Urdorf,2009,58512.0
250,Urdorf,2010,61152.0
250,Urdorf,2011,62356.0
250,Urdorf,2012,63869.0
250,Urdorf,2013,64763.0
250,Urdorf,2014,64679.0
250,Urdorf,2015,62145.0
250,Urdorf,2016,63625.0
250,Urdorf,2017,64086.0
250,Urdorf,2018,64000.0
250,Urdorf,2019,63332.0
250,Urdorf,2020,63465.0
250,Urdorf,2021,62646.0
250,Urdorf,2022,61915.0
251,Weiningen,2009,61843.0
251,Weiningen,2010,67924.0
251,Weiningen,2011,67268.0
251,Weiningen,2012,72548.0
251,Weiningen,2013,67468.0
251,Weiningen,2014,66367.0
251,Weiningen,2015,65680.0
251,Weiningen,2016,67289.0
251,Weiningen,2017,65861.0
251,Weiningen,2018,69721.0
251,Weiningen,2019,70709.0
251,Weiningen,2020,69362.0
251,Weiningen,2021,68652.0
251,Weiningen,2022,67447.0
261,Zürich,2009,58643.0
261,Zürich,2010,60703.0
261,Zürich,2011,61701.0
261,Zürich,2012,61995.0
261,Zürich,2013,63236.0
261,Zürich,2014,63804.0
261,Zürich,2015,64024.0
261,Zürich,2016,63505.0
261,Zürich,2017,62355.0
261,Zürich,2018,63315.0
261,Zürich,2019,63622.0
261,Zürich,2020,64779.0
261,Zürich,2021,64871.0
261,Zürich,2022,64619.0
291,Andelfingen,2009,60990.0
291,Andelfingen,2010,67629.0
291,Andelfingen,2011,62690.0
291,Andelfingen,2012,63300.0
291,Andelfingen,2013,63954.0
291,Andelfingen,2014,63557.0
291,Andelfingen,2015,63484.0
291,Andelfingen,2016,62924.0
291,Andelfingen,2017,70535.0
291,Andelfingen,2018,71541.0
291,Andelfingen,2019,67819.0
291,Andelfingen,2020,68001.0
291,Andelfingen,2021,68067.0
291,Andelfingen,2022,67084.0
292,Stammheim,2009,50030.0
292,Stammheim,2010,52115.0
292,Stammheim,2011,51301.0
292,Stammheim,2012,52742.0
292,Stammheim,2013,53217.0
292,Stammheim,2014,55311.0
292,Stammheim,2015,55420.0
292,Stammheim,2016,55956.0
292,Stammheim,2017,53505.0
292,Stammheim,2018,53173.0
292,Stammheim,2019,62083.0
292,Stammheim,2020,60979.0
292,Stammheim,2021,62869.0
292,Stammheim,2022,62299.0
293,Wädenswil,2009,60059.0
293,Wädenswil,2010,61777.0
293,Wädenswil,2011,61674.0
293,Wädenswil,2012,63578.0
293,Wädenswil,2013,64571.0
293,Wädenswil,2014,65520.0
293,Wädenswil,2015,66769.0
293,Wädenswil,2016,65494.0
293,Wädenswil,2017,66858.0
293,Wädenswil,2018,68579.0
293,Wädenswil,2019,70124.0
293,Wädenswil,2020,71043.0
293,Wädenswil,2021,71381.0
293,Wädenswil,2022,70172.0
294,Elgg,2009,56327.0
294,Elgg,2010,59103.0
294,Elgg,2011,58114.0
294,Elgg,2012,58857.0
294,Elgg,2013,58421.0
294,Elgg,2014,58547.0
294,Elgg,2015,59145.0
294,Elgg,2016,59019.0
294,Elgg,2017,60436.0
294,Elgg,2018,64904.0
294,Elgg,2019,63151.0
294,Elgg,2020,61372.0
294,Elgg,2021,61799.0
294,Elgg,2022,60924.0
295,Horgen,2009,65582.0
295,Horgen,2010,66731.0
295,Horgen,2011,66096.0
295,Horgen,2012,70489.0
295,Horgen,2013,72534.0
295,Horgen,2014,72429.0
295,Horgen,2015,74983.0
295,Horgen,2016,76050.0
295,Horgen,2017,71604.0
295,Horgen,2018,71704.0
295,Horgen,2019,75524.0
295,Horgen,2020,78627.0
295,Horgen,2021,78048.0
295,Horgen,2022,76913.0
296,Illnau-Effretikon,2009,55990.0
296,Illnau-Effretikon,2010,56073.0
296,Illnau-Effretikon,2011,56864.0
296,Illnau-Effretikon,2012,57550.0
296,Illnau-Effretikon,2013,56823.0
296,Illnau-Effretikon,2014,57383.0
296,Illnau-Effretikon,2015,58219.0
296,Illnau-Effretikon,2016,59147.0
296,Illnau-Effretikon,2017,59239.0
296,Illnau-Effretikon,2018,59249.0
296,Illnau-Effretikon,2019,59695.0
296,Illnau-Effretikon,2020,58798.0
296,Illnau-Effretikon,2021,58776.0
296,Illnau-Effretikon,2022,59147.0
297,Bauma,2009,46651.0
297,Bauma,2010,46621.0
297,Bauma,2011,46399.0
297,Bauma,2012,50565.0
297,Bauma,2013,50792.0
297,Bauma,2014,51788.0
297,Bauma,2015,50890.0
297,Bauma,2016,52460.0
297,Bauma,2017,55095.0
297,Bauma,2018,55125.0
297,Bauma,2019,55630.0
297,Bauma,2020,57119.0
297,Bauma,2021,56537.0
297,Bauma,2022,57466.0
298,Wiesendangen,2009,64024.0
298,Wiesendangen,2010,66416.0
298,Wiesendangen,2011,66851.0
298,Wiesendangen,2012,69211.0
298,Wiesendangen,2013,68147.0
298,Wiesendangen,2014,68476.0
298,Wiesendangen,2015,70660.0
298,Wiesendangen,2016,73531.0
298,Wiesendangen,2017,72068.0
298,Wiesendangen,2018,72357.0
298,Wiesendangen,2019,74154.0
298,Wiesendangen,2020,74697.0
298,Wiesendangen,2021,75281.0
298,Wiesendangen,2022,73135.0
