BFS_NR,Gemeindename,Jahr,durchschnittliches steuerbares Einkommen pro Einwohner
1,Aeugst,2009,82027.0
1,Aeugst,2010,87080.0
1,Aeugst,2011,79841.0
1,Aeugst,2012,81087.0
1,Aeugst,2013,80720.0
1,Aeugst,2014,81527.0
1,Aeugst,2015,80713.0
1,Aeugst,2016,82001.0
1,Aeugst,2017,86751.0
1,Aeugst,2018,87321.0
1,Aeugst,2019,93918.0
1,Aeugst,2020,88390.0
1,Aeugst,2021,86312.0
1,Aeugst,2022,86111.0
2,Affoltern,2009,55095.0
2,Affoltern,2010,55409.0
2,Affoltern,2011,54879.0
2,Affoltern,2012,55488.0
2,Affoltern,2013,56321.0
2,Affoltern,2014,56175.0
2,Affoltern,2015,55852.0
2,Affoltern,2016,56240.0
2,Affoltern,2017,58443.0
2,Affoltern,2018,57975.0
2,Affoltern,2019,58556.0
2,Affoltern,2020,60816.0
2,Affoltern,2021,60345.0
2,Affoltern,2022,60095.0
3,Bonstetten,2009,67739.0
3,Bonstetten,2010,67333.0
3,Bonstetten,2011,68843.0
3,Bonstetten,2012,68082.0
3,Bonstetten,2013,68909.0
3,Bonstetten,2014,67574.0
3,Bonstetten,2015,74566.0
3,Bonstetten,2016,72953.0
3,Bonstetten,2017,71343.0
3,Bonstetten,2018,72473.0
3,Bonstetten,2019,74336.0
3,Bonstetten,2020,76263.0
3,Bonstetten,2021,73247.0
3,Bonstetten,2022,73784.0
4,Hausen,2009,60444.0
4,Hausen,2010,61850.0
4,Hausen,2011,62933.0
4,Hausen,2012,62894.0
4,Hausen,2013,63116.0
4,Hausen,2014,62371.0
4,Hausen,2015,63317.0
4,Hausen,2016,65355.0
4,Hausen,2017,68433.0
4,Hausen,2018,68885.0
4,Hausen,2019,69795.0
4,Hausen,2020,71160.0
4,Hausen,2021,79017.0
4,Hausen,2022,72055.0
5,Hedingen,2009,65210.0
5,Hedingen,2010,67074.0
5,Hedingen,2011,73116.0
5,Hedingen,2012,72404.0
5,Hedingen,2013,73519.0
5,Hedingen,2014,69842.0
5,Hedingen,2015,70871.0
5,Hedingen,2016,72877.0
5,Hedingen,2017,73840.0
5,Hedingen,2018,73808.0
5,Hedingen,2019,74838.0
5,Hedingen,2020,75867.0
5,Hedingen,2021,83225.0
5,Hedingen,2022,78570.0
6,Kappel,2009,58727.0
6,Kappel,2010,61554.0
6,Kappel,2011,67476.0
6,Kappel,2012,65627.0
6,Kappel,2013,69900.0
6,Kappel,2014,70685.0
6,Kappel,2015,67858.0
6,Kappel,2016,67718.0
6,Kappel,2017,69506.0
6,Kappel,2018,68678.0
6,Kappel,2019,69951.0
6,Kappel,2020,71406.0
6,Kappel,2021,73516.0
6,Kappel,2022,72970.0
7,Knonau,2009,52062.0
7,Knonau,2010,53680.0
7,Knonau,2011,56028.0
7,Knonau,2012,56631.0
7,Knonau,2013,58540.0
7,Knonau,2014,58848.0
7,Knonau,2015,58761.0
7,Knonau,2016,59827.0
7,Knonau,2017,64953.0
7,Knonau,2018,70380.0
7,Knonau,2019,65768.0
7,Knonau,2020,69312.0
7,Knonau,2021,77835.0
7,Knonau,2022,72943.0
8,Maschwanden,2009,48922.0
8,Maschwanden,2010,48459.0
8,Maschwanden,2011,50981.0
8,Maschwanden,2012,53127.0
8,Maschwanden,2013,56272.0
8,Maschwanden,2014,53697.0
8,Maschwanden,2015,57080.0
8,Maschwanden,2016,52482.0
8,Maschwanden,2017,37385.0
8,Maschwanden,2018,37411.0
8,Maschwanden,2019,55005.0
8,Maschwanden,2020,58789.0
8,Maschwanden,2021,60097.0
8,Maschwanden,2022,58041.0
9,Mettmenstetten,2009,67970.0
9,Mettmenstetten,2010,66211.0
9,Mettmenstetten,2011,68155.0
9,Mettmenstetten,2012,69649.0
9,Mettmenstetten,2013,68173.0
9,Mettmenstetten,2014,68008.0
9,Mettmenstetten,2015,70416.0
9,Mettmenstetten,2016,70609.0
9,Mettmenstetten,2017,73971.0
9,Mettmenstetten,2018,72609.0
9,Mettmenstetten,2019,73511.0
9,Mettmenstetten,2020,73101.0
9,Mettmenstetten,2021,73206.0
9,Mettmenstetten,2022,73738.0
10,Obfelden,2009,56348.0
10,Obfelden,2010,58122.0
10,Obfelden,2011,58880.0
10,Obfelden,2012,63623.0
10,Obfelden,2013,63206.0
10,Obfelden,2014,63453.0
10,Obfelden,2015,63366.0
10,Obfelden,2016,62623.0
10,Obfelden,2017,64093.0
10,Obfelden,2018,65513.0
10,Obfelden,2019,64913.0
10,Obfelden,2020,65745.0
10,Obfelden,2021,64538.0
10,Obfelden,2022,65390.0
11,Ottenbach,2009,65742.0
11,Ottenbach,2010,62748.0
11,Ottenbach,2011,63292.0
11,Ottenbach,2012,64102.0
11,Ottenbach,2013,70025.0
11,Ottenbach,2014,71186.0
11,Ottenbach,2015,69160.0
11,Ottenbach,2016,70400.0
11,Ottenbach,2017,74377.0
11,Ottenbach,2018,75108.0
11,Ottenbach,2019,74631.0
11,Ottenbach,2020,72736.0
11,Ottenbach,2021,72928.0
11,Ottenbach,2022,73323.0
12,Rifferswil,2009,56804.0
12,Rifferswil,2010,59875.0
12,Rifferswil,2011,60365.0
12,Rifferswil,2012,64246.0
12,Rifferswil,2013,62712.0
12,Rifferswil,2014,61275.0
12,Rifferswil,2015,62527.0
12,Rifferswil,2016,61617.0
12,Rifferswil,2017,64876.0
12,Rifferswil,2018,64325.0
12,Rifferswil,2019,70374.0
12,Rifferswil,2020,72749.0
12,Rifferswil,2021,75090.0
12,Rifferswil,2022,75248.0
13,Stallikon,2009,77241.0
13,Stallikon,2010,81024.0
13,Stallikon,2011,79828.0
13,Stallikon,2012,82891.0
13,Stallikon,2013,82427.0
13,Stallikon,2014,84440.0
13,Stallikon,2015,81667.0
13,Stallikon,2016,83115.0
13,Stallikon,2017,82654.0
13,Stallikon,2018,83096.0
13,Stallikon,2019,85295.0
13,Stallikon,2020,87899.0
13,Stallikon,2021,85802.0
13,Stallikon,2022,84284.0
14,Wettswil,2009,83805.0
14,Wettswil,2010,87797.0
14,Wettswil,2011,90040.0
14,Wettswil,2012,90789.0
14,Wettswil,2013,93821.0
14,Wettswil,2014,92592.0
14,Wettswil,2015,93833.0
14,Wettswil,2016,99738.0
14,Wettswil,2017,101065.0
14,Wettswil,2018,106307.0
14,Wettswil,2019,104214.0
14,Wettswil,2020,102499.0
14,Wettswil,2021,97781.0
14,Wettswil,2022,98510.0
22,Benken,2009,52202.0
22,Benken,2010,53074.0
22,Benken,2011,54420.0
22,Benken,2012,52848.0
22,Benken,2013,55086.0
22,Benken,2014,58681.0
22,Benken,2015,58263.0
22,Benken,2016,58282.0
22,Benken,2017,62548.0
22,Benken,2018,61957.0
22,Benken,2019,64675.0
22,Benken,2020,67270.0
22,Benken,2021,65331.0
22,Benken,2022,70346.0
23,Berg,2009,58544.0
23,Berg,2010,60167.0
23,Berg,2011,55748.0
23,Berg,2012,60358.0
23,Berg,2013,61533.0
23,Berg,2014,61932.0
23,Berg,2015,62581.0
23,Berg,2016,82704.0
23,Berg,2017,85287.0
23,Berg,2018,112383.0
23,Berg,2019,97468.0
23,Berg,2020,93987.0
23,Berg,2021,93141.0
23,Berg,2022,97830.0
24,Buch,2009,56875.0
24,Buch,2010,59034.0
24,Buch,2011,61383.0
24,Buch,2012,61423.0
24,Buch,2013,63903.0
24,Buch,2014,63985.0
24,Buch,2015,64776.0
24,Buch,2016,66966.0
24,Buch,2017,69082.0
24,Buch,2018,70012.0
24,Buch,2019,70226.0
24,Buch,2020,70701.0
24,Buch,2021,68692.0
24,Buch,2022,67982.0
25,Dachsen,2009,60013.0
25,Dachsen,2010,60552.0
25,Dachsen,2011,59113.0
25,Dachsen,2012,60101.0
25,Dachsen,2013,60629.0
25,Dachsen,2014,62774.0
25,Dachsen,2015,63126.0
25,Dachsen,2016,62632.0
25,Dachsen,2017,62573.0
25,Dachsen,2018,59179.0
25,Dachsen,2019,69416.0
25,Dachsen,2020,68288.0
25,Dachsen,2021,70269.0
25,Dachsen,2022,67553.0
26,Dorf,2009,65045.0
26,Dorf,2010,62682.0
26,Dorf,2011,65640.0
26,Dorf,2012,64957.0
26,Dorf,2013,65056.0
26,Dorf,2014,61559.0
26,Dorf,2015,67175.0
26,Dorf,2016,65782.0
26,Dorf,2017,65957.0
26,Dorf,2018,67583.0
26,Dorf,2019,66374.0
26,Dorf,2020,65877.0
26,Dorf,2021,67211.0
26,Dorf,2022,67550.0
27,Feuerthalen,2009,52515.0
27,Feuerthalen,2010,53718.0
27,Feuerthalen,2011,54069.0
27,Feuerthalen,2012,54944.0
27,Feuerthalen,2013,52189.0
27,Feuerthalen,2014,53953.0
27,Feuerthalen,2015,53791.0
27,Feuerthalen,2016,55893.0
27,Feuerthalen,2017,56705.0
27,Feuerthalen,2018,58645.0
27,Feuerthalen,2019,59971.0
27,Feuerthalen,2020,61062.0
27,Feuerthalen,2021,61225.0
27,Feuerthalen,2022,60018.0
28,Flaach,2009,59063.0
28,Flaach,2010,60526.0
28,Flaach,2011,60425.0
28,Flaach,2012,61643.0
28,Flaach,2013,62409.0
28,Flaach,2014,61974.0
28,Flaach,2015,62006.0
28,Flaach,2016,62423.0
28,Flaach,2017,61998.0
28,Flaach,2018,62250.0
28,Flaach,2019,65124.0
28,Flaach,2020,66039.0
28,Flaach,2021,66978.0
28,Flaach,2022,66223.0
29,Flurlingen,2009,59964.0
29,Flurlingen,2010,60885.0
29,Flurlingen,2011,63578.0
29,Flurlingen,2012,66619.0
29,Flurlingen,2013,66287.0
29,Flurlingen,2014,70060.0
29,Flurlingen,2015,72127.0
29,Flurlingen,2016,69128.0
29,Flurlingen,2017,74106.0
29,Flurlingen,2018,74192.0
29,Flurlingen,2019,73705.0
29,Flurlingen,2020,72525.0
29,Flurlingen,2021,72490.0
29,Flurlingen,2022,73682.0
31,Henggart,2009,64653.0
31,Henggart,2010,65983.0
31,Henggart,2011,65299.0
31,Henggart,2012,68547.0
31,Henggart,2013,67134.0
31,Henggart,2014,66441.0
31,Henggart,2015,65580.0
31,Henggart,2016,66625.0
31,Henggart,2017,65877.0
31,Henggart,2018,65290.0
31,Henggart,2019,66347.0
31,Henggart,2020,67778.0
31,Henggart,2021,68273.0
31,Henggart,2022,65723.0
33,Kleinandelfingen,2009,57170.0
33,Kleinandelfingen,2010,58073.0
33,Kleinandelfingen,2011,58663.0
33,Kleinandelfingen,2012,60370.0
33,Kleinandelfingen,2013,60202.0
33,Kleinandelfingen,2014,58555.0
33,Kleinandelfingen,2015,58834.0
33,Kleinandelfingen,2016,59851.0
33,Kleinandelfingen,2017,61556.0
33,Kleinandelfingen,2018,61924.0
33,Kleinandelfingen,2019,63267.0
33,Kleinandelfingen,2020,60493.0
33,Kleinandelfingen,2021,61431.0
33,Kleinandelfingen,2022,65382.0
34,Laufen-Uhwiesen,2009,64408.0
34,Laufen-Uhwiesen,2010,73722.0
34,Laufen-Uhwiesen,2011,69871.0
34,Laufen-Uhwiesen,2012,69470.0
34,Laufen-Uhwiesen,2013,71427.0
34,Laufen-Uhwiesen,2014,76910.0
34,Laufen-Uhwiesen,2015,78365.0
34,Laufen-Uhwiesen,2016,81600.0
34,Laufen-Uhwiesen,2017,80228.0
34,Laufen-Uhwiesen,2018,82432.0
34,Laufen-Uhwiesen,2019,98433.0
34,Laufen-Uhwiesen,2020,79595.0
34,Laufen-Uhwiesen,2021,80007.0
34,Laufen-Uhwiesen,2022,77603.0
35,Marthalen,2009,55128.0
35,Marthalen,2010,56542.0
35,Marthalen,2011,58663.0
35,Marthalen,2012,56523.0
35,Marthalen,2013,58411.0
35,Marthalen,2014,59931.0
35,Marthalen,2015,59813.0
35,Marthalen,2016,59987.0
35,Marthalen,2017,65203.0
35,Marthalen,2018,66491.0
35,Marthalen,2019,69759.0
35,Marthalen,2020,70187.0
35,Marthalen,2021,70597.0
35,Marthalen,2022,67851.0
37,Ossingen,2009,50658.0
37,Ossingen,2010,51693.0
37,Ossingen,2011,51381.0
37,Ossingen,2012,51463.0
37,Ossingen,2013,52941.0
37,Ossingen,2014,52162.0
37,Ossingen,2015,55446.0
37,Ossingen,2016,53958.0
37,Ossingen,2017,55622.0
37,Ossingen,2018,56017.0
37,Ossingen,2019,55823.0
37,Ossingen,2020,57093.0
37,Ossingen,2021,59166.0
37,Ossingen,2022,59639.0
38,Rheinau,2009,55352.0
38,Rheinau,2010,58873.0
38,Rheinau,2011,56883.0
38,Rheinau,2012,61201.0
38,Rheinau,2013,56747.0
38,Rheinau,2014,57048.0
38,Rheinau,2015,56731.0
38,Rheinau,2016,57419.0
38,Rheinau,2017,61019.0
38,Rheinau,2018,59289.0
38,Rheinau,2019,60378.0
38,Rheinau,2020,61469.0
38,Rheinau,2021,59805.0
38,Rheinau,2022,60282.0
39,Thalheim,2009,54070.0
39,Thalheim,2010,55188.0
39,Thalheim,2011,55590.0
39,Thalheim,2012,56656.0
39,Thalheim,2013,56908.0
39,Thalheim,2014,58869.0
39,Thalheim,2015,58795.0
39,Thalheim,2016,58252.0
39,Thalheim,2017,63985.0
39,Thalheim,2018,66986.0
39,Thalheim,2019,65443.0
39,Thalheim,2020,67020.0
39,Thalheim,2021,66058.0
39,Thalheim,2022,64296.0
40,Trüllikon,2009,62826.0
40,Trüllikon,2010,52640.0
40,Trüllikon,2011,54689.0
40,Trüllikon,2012,53062.0
40,Trüllikon,2013,48620.0
40,Trüllikon,2014,61189.0
40,Trüllikon,2015,59197.0
40,Trüllikon,2016,60528.0
40,Trüllikon,2017,60326.0
40,Trüllikon,2018,64646.0
40,Trüllikon,2019,59759.0
40,Trüllikon,2020,61060.0
40,Trüllikon,2021,61869.0
40,Trüllikon,2022,59288.0
41,Truttikon,2009,47616.0
41,Truttikon,2010,47266.0
41,Truttikon,2011,50790.0
41,Truttikon,2012,52112.0
41,Truttikon,2013,49936.0
41,Truttikon,2014,52624.0
41,Truttikon,2015,50212.0
41,Truttikon,2016,51406.0
41,Truttikon,2017,55090.0
41,Truttikon,2018,53270.0
41,Truttikon,2019,54393.0
41,Truttikon,2020,57629.0
41,Truttikon,2021,58323.0
41,Truttikon,2022,59049.0
43,Volken,2009,54774.0
43,Volken,2010,59873.0
43,Volken,2011,56928.0
43,Volken,2012,64835.0
43,Volken,2013,63760.0
43,Volken,2014,62909.0
43,Volken,2015,63279.0
43,Volken,2016,65416.0
43,Volken,2017,62900.0
43,Volken,2018,69266.0
43,Volken,2019,65513.0
43,Volken,2020,66873.0
43,Volken,2021,70943.0
43,Volken,2022,69317.0
51,Bachenbülach,2009,59640.0
51,Bachenbülach,2010,61678.0
51,Bachenbülach,2011,59996.0
51,Bachenbülach,2012,61043.0
51,Bachenbülach,2013,62514.0
51,Bachenbülach,2014,61104.0
51,Bachenbülach,2015,63887.0
51,Bachenbülach,2016,63393.0
51,Bachenbülach,2017,62647.0
51,Bachenbülach,2018,64106.0
51,Bachenbülach,2019,64708.0
51,Bachenbülach,2020,66530.0
51,Bachenbülach,2021,65354.0
51,Bachenbülach,2022,62913.0
52,Bassersdorf,2009,63132.0
52,Bassersdorf,2010,64678.0
52,Bassersdorf,2011,65054.0
52,Bassersdorf,2012,66742.0
52,Bassersdorf,2013,66860.0
52,Bassersdorf,2014,65400.0
52,Bassersdorf,2015,66190.0
52,Bassersdorf,2016,65631.0
52,Bassersdorf,2017,65220.0
52,Bassersdorf,2018,65775.0
52,Bassersdorf,2019,65862.0
52,Bassersdorf,2020,66167.0
52,Bassersdorf,2021,64782.0
52,Bassersdorf,2022,63420.0
53,Bülach,2009,53917.0
53,Bülach,2010,56206.0
53,Bülach,2011,56972.0
53,Bülach,2012,57150.0
53,Bülach,2013,57782.0
53,Bülach,2014,57282.0
53,Bülach,2015,58368.0
53,Bülach,2016,58441.0
53,Bülach,2017,60570.0
53,Bülach,2018,61286.0
53,Bülach,2019,60992.0
53,Bülach,2020,61020.0
53,Bülach,2021,60729.0
53,Bülach,2022,60282.0
54,Dietlikon,2009,65120.0
54,Dietlikon,2010,67703.0
54,Dietlikon,2011,67223.0
54,Dietlikon,2012,68719.0
54,Dietlikon,2013,67029.0
54,Dietlikon,2014,68397.0
54,Dietlikon,2015,66581.0
54,Dietlikon,2016,66822.0
54,Dietlikon,2017,66880.0
54,Dietlikon,2018,68081.0
54,Dietlikon,2019,68167.0
54,Dietlikon,2020,67323.0
54,Dietlikon,2021,67011.0
54,Dietlikon,2022,66234.0
55,Eglisau,2009,62632.0
55,Eglisau,2010,63442.0
55,Eglisau,2011,66000.0
55,Eglisau,2012,65969.0
55,Eglisau,2013,67643.0
55,Eglisau,2014,67189.0
55,Eglisau,2015,67917.0
55,Eglisau,2016,68701.0
55,Eglisau,2017,69900.0
55,Eglisau,2018,69974.0
55,Eglisau,2019,70378.0
55,Eglisau,2020,70472.0
55,Eglisau,2021,70795.0
55,Eglisau,2022,72745.0
56,Embrach,2009,56558.0
56,Embrach,2010,57602.0
56,Embrach,2011,57205.0
56,Embrach,2012,58899.0
56,Embrach,2013,59014.0
56,Embrach,2014,58798.0
56,Embrach,2015,57255.0
56,Embrach,2016,58295.0
56,Embrach,2017,57773.0
56,Embrach,2018,59639.0
56,Embrach,2019,61398.0
56,Embrach,2020,60011.0
56,Embrach,2021,59052.0
56,Embrach,2022,58334.0
57,Freienstein-Teufen,2009,62599.0
57,Freienstein-Teufen,2010,62080.0
57,Freienstein-Teufen,2011,64070.0
57,Freienstein-Teufen,2012,66095.0
57,Freienstein-Teufen,2013,67335.0
57,Freienstein-Teufen,2014,64374.0
57,Freienstein-Teufen,2015,64901.0
57,Freienstein-Teufen,2016,65722.0
57,Freienstein-Teufen,2017,64588.0
57,Freienstein-Teufen,2018,66927.0
57,Freienstein-Teufen,2019,70590.0
57,Freienstein-Teufen,2020,69593.0
57,Freienstein-Teufen,2021,69044.0
57,Freienstein-Teufen,2022,70300.0
58,Glattfelden,2009,56592.0
58,Glattfelden,2010,57002.0
58,Glattfelden,2011,57654.0
58,Glattfelden,2012,57153.0
58,Glattfelden,2013,58326.0
58,Glattfelden,2014,57046.0
58,Glattfelden,2015,58578.0
58,Glattfelden,2016,58270.0
58,Glattfelden,2017,58002.0
58,Glattfelden,2018,61668.0
58,Glattfelden,2019,64378.0
58,Glattfelden,2020,63438.0
58,Glattfelden,2021,62561.0
58,Glattfelden,2022,63008.0
59,Hochfelden,2009,62346.0
59,Hochfelden,2010,65038.0
59,Hochfelden,2011,65936.0
59,Hochfelden,2012,67240.0
59,Hochfelden,2013,67714.0
59,Hochfelden,2014,66731.0
59,Hochfelden,2015,65100.0
59,Hochfelden,2016,67912.0
59,Hochfelden,2017,71202.0
59,Hochfelden,2018,70626.0
59,Hochfelden,2019,68763.0
59,Hochfelden,2020,65157.0
59,Hochfelden,2021,63865.0
59,Hochfelden,2022,64606.0
60,Höri,2009,49033.0
60,Höri,2010,54373.0
60,Höri,2011,53598.0
60,Höri,2012,55729.0
60,Höri,2013,54364.0
60,Höri,2014,52811.0
60,Höri,2015,53522.0
60,Höri,2016,58553.0
60,Höri,2017,55654.0
60,Höri,2018,57363.0
60,Höri,2019,58668.0
60,Höri,2020,58080.0
60,Höri,2021,57505.0
60,Höri,2022,56611.0
61,Hüntwangen,2009,60550.0
61,Hüntwangen,2010,62292.0
61,Hüntwangen,2011,63896.0
61,Hüntwangen,2012,66165.0
61,Hüntwangen,2013,71515.0
61,Hüntwangen,2014,70577.0
61,Hüntwangen,2015,68160.0
61,Hüntwangen,2016,71451.0
61,Hüntwangen,2017,67222.0
61,Hüntwangen,2018,65514.0
61,Hüntwangen,2019,69890.0
61,Hüntwangen,2020,72575.0
61,Hüntwangen,2021,68389.0
61,Hüntwangen,2022,70739.0
62,Kloten,2009,55567.0
62,Kloten,2010,56699.0
62,Kloten,2011,56532.0
62,Kloten,2012,57588.0
62,Kloten,2013,57118.0
62,Kloten,2014,57630.0
62,Kloten,2015,57249.0
62,Kloten,2016,57336.0
62,Kloten,2017,56880.0
62,Kloten,2018,57542.0
62,Kloten,2019,57986.0
62,Kloten,2020,58948.0
62,Kloten,2021,57341.0
62,Kloten,2022,55823.0
63,Lufingen,2009,74014.0
63,Lufingen,2010,76103.0
63,Lufingen,2011,75105.0
63,Lufingen,2012,67567.0
63,Lufingen,2013,74550.0
63,Lufingen,2014,74815.0
63,Lufingen,2015,78603.0
63,Lufingen,2016,79152.0
63,Lufingen,2017,79079.0
63,Lufingen,2018,75857.0
63,Lufingen,2019,79567.0
63,Lufingen,2020,78432.0
63,Lufingen,2021,79176.0
63,Lufingen,2022,77011.0
64,Nürensdorf,2009,79964.0
64,Nürensdorf,2010,79432.0
64,Nürensdorf,2011,79303.0
64,Nürensdorf,2012,79287.0
64,Nürensdorf,2013,82811.0
64,Nürensdorf,2014,83926.0
64,Nürensdorf,2015,84324.0
64,Nürensdorf,2016,84457.0
64,Nürensdorf,2017,84997.0
64,Nürensdorf,2018,82389.0
64,Nürensdorf,2019,84852.0
64,Nürensdorf,2020,80698.0
64,Nürensdorf,2021,83576.0
64,Nürensdorf,2022,80030.0
65,Oberembrach,2009,61198.0
65,Oberembrach,2010,64370.0
65,Oberembrach,2011,62639.0
65,Oberembrach,2012,63829.0
65,Oberembrach,2013,66392.0
65,Oberembrach,2014,65412.0
65,Oberembrach,2015,67145.0
65,Oberembrach,2016,67822.0
65,Oberembrach,2017,71278.0
65,Oberembrach,2018,72109.0
65,Oberembrach,2019,72077.0
65,Oberembrach,2020,73487.0
65,Oberembrach,2021,70700.0
65,Oberembrach,2022,73539.0
66,Opfikon,2009,51597.0
66,Opfikon,2010,49303.0
66,Opfikon,2011,51049.0
66,Opfikon,2012,52924.0
66,Opfikon,2013,51974.0
66,Opfikon,2014,53040.0
66,Opfikon,2015,55415.0
66,Opfikon,2016,54871.0
66,Opfikon,2017,54347.0
66,Opfikon,2018,54678.0
66,Opfikon,2019,54545.0
66,Opfikon,2020,53380.0
66,Opfikon,2021,56321.0
66,Opfikon,2022,56398.0
67,Rafz,2009,61598.0
67,Rafz,2010,59485.0
67,Rafz,2011,61507.0
67,Rafz,2012,61862.0
67,Rafz,2013,61858.0
67,Rafz,2014,63285.0
67,Rafz,2015,62997.0
67,Rafz,2016,62493.0
67,Rafz,2017,63431.0
67,Rafz,2018,61235.0
67,Rafz,2019,66004.0
67,Rafz,2020,67294.0
67,Rafz,2021,65741.0
67,Rafz,2022,64551.0
68,Rorbas,2009,52000.0
68,Rorbas,2010,52399.0
68,Rorbas,2011,55267.0
68,Rorbas,2012,55051.0
68,Rorbas,2013,54691.0
68,Rorbas,2014,57052.0
68,Rorbas,2015,53755.0
68,Rorbas,2016,55008.0
68,Rorbas,2017,56049.0
68,Rorbas,2018,56133.0
68,Rorbas,2019,55571.0
68,Rorbas,2020,59501.0
68,Rorbas,2021,59448.0
68,Rorbas,2022,60911.0
69,Wallisellen,2009,67977.0
69,Wallisellen,2010,68465.0
69,Wallisellen,2011,68542.0
69,Wallisellen,2012,69034.0
69,Wallisellen,2013,68560.0
69,Wallisellen,2014,68318.0
69,Wallisellen,2015,68835.0
69,Wallisellen,2016,70082.0
69,Wallisellen,2017,69350.0
69,Wallisellen,2018,69467.0
69,Wallisellen,2019,71221.0
69,Wallisellen,2020,69452.0
69,Wallisellen,2021,70083.0
69,Wallisellen,2022,70596.0
70,Wasterkingen,2009,57251.0
70,Wasterkingen,2010,58280.0
70,Wasterkingen,2011,57658.0
70,Wasterkingen,2012,56457.0
70,Wasterkingen,2013,56320.0
70,Wasterkingen,2014,59309.0
70,Wasterkingen,2015,59620.0
70,Wasterkingen,2016,60804.0
70,Wasterkingen,2017,60708.0
70,Wasterkingen,2018,59359.0
70,Wasterkingen,2019,60505.0
70,Wasterkingen,2020,61696.0
70,Wasterkingen,2021,61970.0
70,Wasterkingen,2022,62581.0
71,Wil,2009,59686.0
71,Wil,2010,59766.0
71,Wil,2011,59484.0
71,Wil,2012,63733.0
71,Wil,2013,69748.0
71,Wil,2014,63260.0
71,Wil,2015,65071.0
71,Wil,2016,70745.0
71,Wil,2017,78232.0
71,Wil,2018,75588.0
71,Wil,2019,76536.0
71,Wil,2020,74315.0
71,Wil,2021,76715.0
71,Wil,2022,73476.0
72,Winkel,2009,86139.0
72,Winkel,2010,88397.0
72,Winkel,2011,89953.0
72,Winkel,2012,95245.0
72,Winkel,2013,93206.0
72,Winkel,2014,91290.0
72,Winkel,2015,91887.0
72,Winkel,2016,98364.0
72,Winkel,2017,97315.0
72,Winkel,2018,96216.0
72,Winkel,2019,99987.0
72,Winkel,2020,101334.0
72,Winkel,2021,98977.0
72,Winkel,2022,94926.0
81,Bachs,2009,52237.0
81,Bachs,2010,53704.0
81,Bachs,2011,55369.0
81,Bachs,2012,58402.0
81,Bachs,2013,55066.0
81,Bachs,2014,59046.0
81,Bachs,2015,59938.0
81,Bachs,2016,58754.0
81,Bachs,2017,58137.0
81,Bachs,2018,62405.0
81,Bachs,2019,60015.0
81,Bachs,2020,61417.0
81,Bachs,2021,63579.0
81,Bachs,2022,64478.0
82,Boppelsen,2009,80596.0
82,Boppelsen,2010,83478.0
82,Boppelsen,2011,86969.0
82,Boppelsen,2012,90138.0
82,Boppelsen,2013,91754.0
82,Boppelsen,2014,92707.0
82,Boppelsen,2015,92742.0
82,Boppelsen,2016,94334.0
82,Boppelsen,2017,99498.0
82,Boppelsen,2018,92083.0
82,Boppelsen,2019,97636.0
82,Boppelsen,2020,89335.0
82,Boppelsen,2021,90715.0
82,Boppelsen,2022,90381.0
83,Buchs,2009,61119.0
83,Buchs,2010,60118.0
83,Buchs,2011,60543.0
83,Buchs,2012,60313.0
83,Buchs,2013,61263.0
83,Buchs,2014,62418.0
83,Buchs,2015,64848.0
83,Buchs,2016,64553.0
83,Buchs,2017,64297.0
83,Buchs,2018,66353.0
83,Buchs,2019,64394.0
83,Buchs,2020,64634.0
83,Buchs,2021,64146.0
83,Buchs,2022,63175.0
84,Dällikon,2009,59238.0
84,Dällikon,2010,58713.0
84,Dällikon,2011,54811.0
84,Dällikon,2012,60120.0
84,Dällikon,2013,60524.0
84,Dällikon,2014,59478.0
84,Dällikon,2015,60264.0
84,Dällikon,2016,60253.0
84,Dällikon,2017,61365.0
84,Dällikon,2018,62756.0
84,Dällikon,2019,62330.0
84,Dällikon,2020,63870.0
84,Dällikon,2021,64218.0
84,Dällikon,2022,60328.0
85,Dänikon,2009,62982.0
85,Dänikon,2010,64538.0
85,Dänikon,2011,63148.0
85,Dänikon,2012,63643.0
85,Dänikon,2013,65107.0
85,Dänikon,2014,68056.0
85,Dänikon,2015,65600.0
85,Dänikon,2016,66039.0
85,Dänikon,2017,71092.0
85,Dänikon,2018,69273.0
85,Dänikon,2019,70535.0
85,Dänikon,2020,68884.0
85,Dänikon,2021,69696.0
85,Dänikon,2022,68804.0
86,Dielsdorf,2009,58631.0
86,Dielsdorf,2010,57870.0
86,Dielsdorf,2011,60613.0
86,Dielsdorf,2012,61620.0
86,Dielsdorf,2013,64643.0
86,Dielsdorf,2014,63172.0
86,Dielsdorf,2015,61787.0
86,Dielsdorf,2016,62516.0
86,Dielsdorf,2017,62189.0
86,Dielsdorf,2018,63973.0
86,Dielsdorf,2019,62755.0
86,Dielsdorf,2020,63547.0
86,Dielsdorf,2021,61593.0
86,Dielsdorf,2022,59587.0
87,Hüttikon,2009,65754.0
87,Hüttikon,2010,66010.0
87,Hüttikon,2011,66391.0
87,Hüttikon,2012,75328.0
87,Hüttikon,2013,74295.0
87,Hüttikon,2014,78130.0
87,Hüttikon,2015,79535.0
87,Hüttikon,2016,84273.0
87,Hüttikon,2017,79992.0
87,Hüttikon,2018,82556.0
87,Hüttikon,2019,82506.0
87,Hüttikon,2020,87077.0
87,Hüttikon,2021,91028.0
