BFS_NR,Gemeindename,Jahr,Finanzvermögen pro Einwohner
192,Egg,2016,6440.0
192,Egg,2017,6925.0
192,Egg,2018,6756.0
192,Egg,2019,7063.0
192,Egg,2020,5943.0
192,Egg,2021,6408.0
192,Egg,2022,6918.0
193,Fällanden,2009,7331.0
193,Fällanden,2010,6590.0
193,Fällanden,2011,7463.0
193,Fällanden,2012,7376.0
193,Fällanden,2013,6879.0
193,Fällanden,2014,6263.0
193,Fällanden,2015,6148.0
193,Fällanden,2016,6359.0
193,Fällanden,2017,6877.0
193,Fällanden,2018,5981.0
193,Fällanden,2019,7895.0
193,Fällanden,2020,8063.0
193,Fällanden,2021,7558.0
193,Fällanden,2022,7238.0
194,Greifensee,2009,8517.0
194,Greifensee,2010,9383.0
194,Greifensee,2011,8246.0
194,Greifensee,2012,8373.0
194,Greifensee,2013,9045.0
194,Greifensee,2014,8943.0
194,Greifensee,2015,10260.0
194,Greifensee,2016,9001.0
194,Greifensee,2017,9812.0
194,Greifensee,2018,9685.0
194,Greifensee,2019,9336.0
194,Greifensee,2020,8528.0
194,Greifensee,2021,8355.0
194,Greifensee,2022,8190.0
195,Maur,2009,12247.0
195,Maur,2010,11272.0
195,Maur,2011,11572.0
195,Maur,2012,11470.0
195,Maur,2013,12805.0
195,Maur,2014,12169.0
195,Maur,2015,10771.0
195,Maur,2016,11070.0
195,Maur,2017,11893.0
195,Maur,2018,12455.0
195,Maur,2019,13604.0
195,Maur,2020,12151.0
195,Maur,2021,12052.0
195,Maur,2022,12055.0
196,Mönchaltorf,2009,6313.0
196,Mönchaltorf,2010,7169.0
196,Mönchaltorf,2011,6440.0
196,Mönchaltorf,2012,7188.0
196,Mönchaltorf,2013,5655.0
196,Mönchaltorf,2014,5038.0
196,Mönchaltorf,2015,5007.0
196,Mönchaltorf,2016,5921.0
196,Mönchaltorf,2017,6082.0
196,Mönchaltorf,2018,5815.0
196,Mönchaltorf,2019,7394.0
196,Mönchaltorf,2020,9014.0
196,Mönchaltorf,2021,8894.0
196,Mönchaltorf,2022,9691.0
197,Schwerzenbach,2009,5648.0
197,Schwerzenbach,2010,6200.0
197,Schwerzenbach,2011,6086.0
197,Schwerzenbach,2012,5378.0
197,Schwerzenbach,2013,4888.0
197,Schwerzenbach,2014,3977.0
197,Schwerzenbach,2015,5220.0
197,Schwerzenbach,2016,6596.0
197,Schwerzenbach,2017,7627.0
197,Schwerzenbach,2018,6717.0
197,Schwerzenbach,2019,6814.0
197,Schwerzenbach,2020,6745.0
197,Schwerzenbach,2021,6336.0
197,Schwerzenbach,2022,5852.0
198,Uster,2009,6200.0
198,Uster,2010,5923.0
198,Uster,2011,5856.0
198,Uster,2012,5546.0
198,Uster,2013,5276.0
198,Uster,2014,5476.0
198,Uster,2015,5168.0
198,Uster,2016,6058.0
198,Uster,2017,5841.0
198,Uster,2018,6153.0
198,Uster,2019,8392.0
198,Uster,2020,7621.0
198,Uster,2021,7459.0
198,Uster,2022,7172.0
199,Volketswil,2009,5651.0
199,Volketswil,2010,6047.0
199,Volketswil,2011,6646.0
199,Volketswil,2012,7767.0
199,Volketswil,2013,6142.0
199,Volketswil,2014,5868.0
199,Volketswil,2015,5307.0
199,Volketswil,2016,4449.0
199,Volketswil,2017,4397.0
199,Volketswil,2018,4080.0
199,Volketswil,2019,6838.0
199,Volketswil,2020,6022.0
199,Volketswil,2021,6323.0
199,Volketswil,2022,6961.0
200,Wangen-Brüttisellen,2009,5960.0
200,Wangen-Brüttisellen,2010,5785.0
200,Wangen-Brüttisellen,2011,6023.0
200,Wangen-Brüttisellen,2012,6298.0
200,Wangen-Brüttisellen,2013,5654.0
200,Wangen-Brüttisellen,2014,4536.0
200,Wangen-Brüttisellen,2015,3494.0
200,Wangen-Brüttisellen,2016,4550.0
200,Wangen-Brüttisellen,2017,4149.0
200,Wangen-Brüttisellen,2018,4038.0
200,Wangen-Brüttisellen,2019,4831.0
200,Wangen-Brüttisellen,2020,6008.0
200,Wangen-Brüttisellen,2021,5047.0
200,Wangen-Brüttisellen,2022,5506.0
211,Altikon,2009,6704.0
211,Altikon,2010,8276.0
211,Altikon,2011,6907.0
211,Altikon,2012,4853.0
211,Altikon,2013,5192.0
211,Altikon,2014,5725.0
211,Altikon,2015,5846.0
211,Altikon,2016,6364.0
211,Altikon,2017,7004.0
211,Altikon,2018,7003.0
211,Altikon,2019,8236.0
211,Altikon,2020,8377.0
211,Altikon,2021,8524.0
211,Altikon,2022,9029.0
213,Brütten,2009,7340.0
213,Brütten,2010,8107.0
213,Brütten,2011,7339.0
213,Brütten,2012,6645.0
213,Brütten,2013,6529.0
213,Brütten,2014,7034.0
213,Brütten,2015,6079.0
213,Brütten,2016,5490.0
213,Brütten,2017,6608.0
213,Brütten,2018,7704.0
213,Brütten,2019,6669.0
213,Brütten,2020,5556.0
213,Brütten,2021,6065.0
213,Brütten,2022,6465.0
214,Dägerlen,2009,4611.0
214,Dägerlen,2010,5538.0
214,Dägerlen,2011,5835.0
214,Dägerlen,2012,7307.0
214,Dägerlen,2013,6709.0
214,Dägerlen,2014,7314.0
214,Dägerlen,2015,6456.0
214,Dägerlen,2016,6742.0
214,Dägerlen,2017,6386.0
214,Dägerlen,2018,7339.0
214,Dägerlen,2019,7991.0
214,Dägerlen,2020,7755.0
214,Dägerlen,2021,8871.0
214,Dägerlen,2022,8752.0
215,Dättlikon,2009,8064.0
215,Dättlikon,2010,9425.0
215,Dättlikon,2011,8392.0
215,Dättlikon,2012,7989.0
215,Dättlikon,2013,8989.0
215,Dättlikon,2014,8917.0
215,Dättlikon,2015,8371.0
215,Dättlikon,2016,9030.0
215,Dättlikon,2017,8011.0
215,Dättlikon,2018,8284.0
215,Dättlikon,2019,9262.0
215,Dättlikon,2020,9344.0
215,Dättlikon,2021,10032.0
215,Dättlikon,2022,9092.0
216,Dinhard,2009,7705.0
216,Dinhard,2010,7885.0
216,Dinhard,2011,8288.0
216,Dinhard,2012,8104.0
216,Dinhard,2013,7727.0
216,Dinhard,2014,7469.0
216,Dinhard,2015,6364.0
216,Dinhard,2016,6524.0
216,Dinhard,2017,6359.0
216,Dinhard,2018,6734.0
216,Dinhard,2019,10694.0
216,Dinhard,2020,9224.0
216,Dinhard,2021,9151.0
216,Dinhard,2022,9509.0
218,Ellikon,2009,11575.0
218,Ellikon,2010,12736.0
218,Ellikon,2011,11905.0
218,Ellikon,2012,10185.0
218,Ellikon,2013,11061.0
218,Ellikon,2014,13236.0
218,Ellikon,2015,11275.0
218,Ellikon,2016,9575.0
218,Ellikon,2017,10986.0
218,Ellikon,2018,12660.0
218,Ellikon,2019,17488.0
218,Ellikon,2020,16995.0
218,Ellikon,2021,15484.0
218,Ellikon,2022,14848.0
219,Elsau,2009,4305.0
219,Elsau,2010,3058.0
219,Elsau,2011,2345.0
219,Elsau,2012,3066.0
219,Elsau,2013,3606.0
219,Elsau,2014,4629.0
219,Elsau,2015,4872.0
219,Elsau,2016,3596.0
219,Elsau,2017,3482.0
219,Elsau,2018,3024.0
219,Elsau,2019,6129.0
219,Elsau,2020,7750.0
219,Elsau,2021,7411.0
219,Elsau,2022,7854.0
220,Hagenbuch,2009,7015.0
220,Hagenbuch,2010,7102.0
220,Hagenbuch,2011,7144.0
220,Hagenbuch,2012,7007.0
220,Hagenbuch,2013,6964.0
220,Hagenbuch,2014,6045.0
220,Hagenbuch,2015,5993.0
220,Hagenbuch,2016,6554.0
220,Hagenbuch,2017,6689.0
220,Hagenbuch,2018,7020.0
220,Hagenbuch,2019,7879.0
220,Hagenbuch,2020,8732.0
220,Hagenbuch,2021,7128.0
220,Hagenbuch,2022,7109.0
221,Hettlingen,2009,5491.0
221,Hettlingen,2010,5458.0
221,Hettlingen,2011,4844.0
221,Hettlingen,2012,4989.0
221,Hettlingen,2013,6091.0
221,Hettlingen,2014,4552.0
221,Hettlingen,2015,4096.0
221,Hettlingen,2016,4847.0
221,Hettlingen,2017,4889.0
221,Hettlingen,2018,4747.0
221,Hettlingen,2019,6437.0
221,Hettlingen,2020,7454.0
221,Hettlingen,2021,7441.0
221,Hettlingen,2022,6253.0
223,Neftenbach,2009,5800.0
223,Neftenbach,2010,4847.0
223,Neftenbach,2011,4375.0
223,Neftenbach,2012,3853.0
223,Neftenbach,2013,3933.0
223,Neftenbach,2014,3559.0
223,Neftenbach,2015,3663.0
223,Neftenbach,2016,4138.0
223,Neftenbach,2017,4344.0
223,Neftenbach,2018,4840.0
223,Neftenbach,2019,5774.0
223,Neftenbach,2020,5565.0
223,Neftenbach,2021,5721.0
223,Neftenbach,2022,5730.0
224,Pfungen,2009,6866.0
224,Pfungen,2010,5827.0
224,Pfungen,2011,5355.0
224,Pfungen,2012,5575.0
224,Pfungen,2013,5924.0
224,Pfungen,2014,3142.0
224,Pfungen,2015,3201.0
224,Pfungen,2016,3405.0
224,Pfungen,2017,3511.0
224,Pfungen,2018,4126.0
224,Pfungen,2019,4073.0
224,Pfungen,2020,4442.0
224,Pfungen,2021,5613.0
224,Pfungen,2022,5835.0
225,Rickenbach,2009,5029.0
225,Rickenbach,2010,5494.0
225,Rickenbach,2011,5903.0
225,Rickenbach,2012,5883.0
225,Rickenbach,2013,5211.0
225,Rickenbach,2014,6179.0
225,Rickenbach,2015,6022.0
225,Rickenbach,2016,5493.0
225,Rickenbach,2017,6728.0
225,Rickenbach,2018,6033.0
225,Rickenbach,2019,8845.0
225,Rickenbach,2020,8467.0
225,Rickenbach,2021,8534.0
225,Rickenbach,2022,8350.0
226,Schlatt,2009,6220.0
226,Schlatt,2010,6146.0
226,Schlatt,2011,5480.0
226,Schlatt,2012,6436.0
226,Schlatt,2013,6714.0
226,Schlatt,2014,7016.0
226,Schlatt,2015,6225.0
226,Schlatt,2016,6040.0
226,Schlatt,2017,7339.0
226,Schlatt,2018,7168.0
226,Schlatt,2019,7268.0
226,Schlatt,2020,7072.0
226,Schlatt,2021,7585.0
226,Schlatt,2022,7963.0
227,Seuzach,2009,3451.0
227,Seuzach,2010,3798.0
227,Seuzach,2011,3953.0
227,Seuzach,2012,3840.0
227,Seuzach,2013,3510.0
227,Seuzach,2014,3691.0
227,Seuzach,2015,2634.0
227,Seuzach,2016,2205.0
227,Seuzach,2017,2746.0
227,Seuzach,2018,3034.0
227,Seuzach,2019,3340.0
227,Seuzach,2020,4126.0
227,Seuzach,2021,3732.0
227,Seuzach,2022,4364.0
228,Turbenthal,2009,7063.0
228,Turbenthal,2010,6379.0
228,Turbenthal,2011,6649.0
228,Turbenthal,2012,6619.0
228,Turbenthal,2013,6010.0
228,Turbenthal,2014,5629.0
228,Turbenthal,2015,5190.0
228,Turbenthal,2016,5714.0
228,Turbenthal,2017,7384.0
228,Turbenthal,2018,7893.0
228,Turbenthal,2019,7727.0
228,Turbenthal,2020,8298.0
228,Turbenthal,2021,7465.0
228,Turbenthal,2022,7426.0
230,Winterthur,2009,6346.0
230,Winterthur,2010,7186.0
230,Winterthur,2011,6001.0
230,Winterthur,2012,6557.0
230,Winterthur,2013,6894.0
230,Winterthur,2014,7022.0
230,Winterthur,2015,8208.0
230,Winterthur,2016,7613.0
230,Winterthur,2017,8277.0
230,Winterthur,2018,8936.0
230,Winterthur,2019,9116.0
230,Winterthur,2020,8638.0
230,Winterthur,2021,11129.0
230,Winterthur,2022,10571.0
231,Zell,2009,3888.0
231,Zell,2010,4114.0
231,Zell,2011,4301.0
231,Zell,2012,5055.0
231,Zell,2013,4688.0
231,Zell,2014,3943.0
231,Zell,2015,3764.0
231,Zell,2016,3791.0
231,Zell,2017,4434.0
231,Zell,2018,3429.0
231,Zell,2019,4014.0
231,Zell,2020,5173.0
231,Zell,2021,5075.0
231,Zell,2022,5323.0
241,Aesch,2009,13008.0
241,Aesch,2010,12426.0
241,Aesch,2011,11172.0
241,Aesch,2012,11471.0
241,Aesch,2013,11520.0
241,Aesch,2014,10076.0
241,Aesch,2015,15007.0
241,Aesch,2016,16601.0
241,Aesch,2017,16478.0
241,Aesch,2018,15836.0
241,Aesch,2019,12562.0
241,Aesch,2020,12204.0
241,Aesch,2021,12026.0
241,Aesch,2022,13002.0
242,Birmensdorf,2009,4819.0
242,Birmensdorf,2010,4906.0
242,Birmensdorf,2011,4658.0
242,Birmensdorf,2012,4937.0
242,Birmensdorf,2013,4848.0
242,Birmensdorf,2014,4594.0
242,Birmensdorf,2015,5607.0
242,Birmensdorf,2016,5368.0
242,Birmensdorf,2017,5578.0
242,Birmensdorf,2018,5405.0
242,Birmensdorf,2019,7965.0
242,Birmensdorf,2020,7673.0
242,Birmensdorf,2021,7002.0
242,Birmensdorf,2022,5798.0
243,Dietikon,2009,4457.0
243,Dietikon,2010,5050.0
243,Dietikon,2011,4657.0
243,Dietikon,2012,4539.0
243,Dietikon,2013,4122.0
243,Dietikon,2014,5116.0
243,Dietikon,2015,4889.0
243,Dietikon,2016,5575.0
243,Dietikon,2017,5551.0
243,Dietikon,2018,5916.0
243,Dietikon,2019,5985.0
243,Dietikon,2020,5842.0
243,Dietikon,2021,5662.0
243,Dietikon,2022,6012.0
244,Geroldswil,2009,7801.0
244,Geroldswil,2010,7260.0
244,Geroldswil,2011,8255.0
244,Geroldswil,2012,7704.0
244,Geroldswil,2013,7031.0
244,Geroldswil,2014,6292.0
244,Geroldswil,2015,6291.0
244,Geroldswil,2016,6445.0
244,Geroldswil,2017,7669.0
244,Geroldswil,2018,13909.0
244,Geroldswil,2019,14273.0
244,Geroldswil,2020,14323.0
244,Geroldswil,2021,14944.0
244,Geroldswil,2022,15498.0
245,Oberengstringen,2009,8228.0
245,Oberengstringen,2010,8467.0
245,Oberengstringen,2011,7895.0
245,Oberengstringen,2012,7507.0
245,Oberengstringen,2013,7482.0
245,Oberengstringen,2014,7566.0
245,Oberengstringen,2015,8497.0
245,Oberengstringen,2016,8696.0
245,Oberengstringen,2017,8054.0
245,Oberengstringen,2018,8745.0
245,Oberengstringen,2019,11103.0
245,Oberengstringen,2020,12028.0
245,Oberengstringen,2021,11685.0
245,Oberengstringen,2022,12558.0
246,Oetwil an der Limmat,2009,5612.0
246,Oetwil an der Limmat,2010,6274.0
246,Oetwil an der Limmat,2011,6376.0
246,Oetwil an der Limmat,2012,6315.0
246,Oetwil an der Limmat,2013,5857.0
246,Oetwil an der Limmat,2014,5693.0
246,Oetwil an der Limmat,2015,5727.0
246,Oetwil an der Limmat,2016,5314.0
246,Oetwil an der Limmat,2017,5680.0
246,Oetwil an der Limmat,2018,6685.0
246,Oetwil an der Limmat,2019,7090.0
246,Oetwil an der Limmat,2020,7456.0
246,Oetwil an der Limmat,2021,8277.0
246,Oetwil an der Limmat,2022,9656.0
247,Schlieren,2009,5416.0
247,Schlieren,2010,5128.0
247,Schlieren,2011,5105.0
247,Schlieren,2012,5188.0
247,Schlieren,2013,5295.0
247,Schlieren,2014,5224.0
247,Schlieren,2015,4960.0
247,Schlieren,2016,6149.0
247,Schlieren,2017,7512.0
247,Schlieren,2018,8066.0
247,Schlieren,2019,7857.0
247,Schlieren,2020,7882.0
247,Schlieren,2021,7026.0
247,Schlieren,2022,7575.0
248,Uitikon,2009,12982.0
248,Uitikon,2010,12461.0
248,Uitikon,2011,11973.0
248,Uitikon,2012,11312.0
248,Uitikon,2013,11981.0
248,Uitikon,2014,11141.0
248,Uitikon,2015,11226.0
248,Uitikon,2016,10990.0
248,Uitikon,2017,10756.0
248,Uitikon,2018,13041.0
248,Uitikon,2019,12755.0
248,Uitikon,2020,12938.0
248,Uitikon,2021,13491.0
248,Uitikon,2022,11147.0
249,Unterengstringen,2009,6694.0
249,Unterengstringen,2010,6218.0
249,Unterengstringen,2011,5683.0
249,Unterengstringen,2012,5293.0
249,Unterengstringen,2013,5260.0
249,Unterengstringen,2014,4592.0
249,Unterengstringen,2015,4814.0
249,Unterengstringen,2016,4475.0
249,Unterengstringen,2017,4726.0
249,Unterengstringen,2018,4635.0
249,Unterengstringen,2019,6616.0
249,Unterengstringen,2020,5684.0
249,Unterengstringen,2021,5452.0
249,Unterengstringen,2022,5089.0
250,Urdorf,2009,5370.0
250,Urdorf,2010,5299.0
250,Urdorf,2011,5371.0
250,Urdorf,2012,3691.0
250,Urdorf,2013,3328.0
250,Urdorf,2014,3408.0
250,Urdorf,2015,4540.0
250,Urdorf,2016,4023.0
250,Urdorf,2017,3300.0
250,Urdorf,2018,3305.0
250,Urdorf,2019,5736.0
250,Urdorf,2020,5489.0
250,Urdorf,2021,5683.0
250,Urdorf,2022,4105.0
251,Weiningen,2009,7007.0
251,Weiningen,2010,7189.0
251,Weiningen,2011,7389.0
251,Weiningen,2012,7884.0
251,Weiningen,2013,7567.0
251,Weiningen,2014,7001.0
251,Weiningen,2015,6923.0
251,Weiningen,2016,7379.0
251,Weiningen,2017,7691.0
251,Weiningen,2018,8819.0
251,Weiningen,2019,8769.0
251,Weiningen,2020,9852.0
251,Weiningen,2021,9247.0
251,Weiningen,2022,9781.0
261,Zürich,2009,14439.0
261,Zürich,2010,13842.0
261,Zürich,2011,13623.0
261,Zürich,2012,13550.0
261,Zürich,2013,13122.0
261,Zürich,2014,13761.0
261,Zürich,2015,13785.0
261,Zürich,2016,12242.0
261,Zürich,2017,10926.0
261,Zürich,2018,9861.0
261,Zürich,2019,8961.0
261,Zürich,2020,9039.0
261,Zürich,2021,9299.0
261,Zürich,2022,8990.0
291,Andelfingen,2009,8146.0
291,Andelfingen,2010,7125.0
291,Andelfingen,2011,7412.0
291,Andelfingen,2012,7707.0
291,Andelfingen,2013,7519.0
291,Andelfingen,2014,6486.0
291,Andelfingen,2015,6737.0
291,Andelfingen,2016,6577.0
291,Andelfingen,2017,7013.0
291,Andelfingen,2018,8042.0
291,Andelfingen,2019,9384.0
291,Andelfingen,2020,9394.0
291,Andelfingen,2021,8417.0
291,Andelfingen,2022,7944.0
292,Stammheim,2009,9615.0
292,Stammheim,2010,9537.0
292,Stammheim,2011,10091.0
292,Stammheim,2012,10507.0
292,Stammheim,2013,10496.0
292,Stammheim,2014,10581.0
292,Stammheim,2015,9518.0
292,Stammheim,2016,10773.0
292,Stammheim,2017,9095.0
292,Stammheim,2018,10114.0
292,Stammheim,2019,14058.0
292,Stammheim,2020,12288.0
292,Stammheim,2021,13940.0
292,Stammheim,2022,12490.0
293,Wädenswil,2009,6236.0
293,Wädenswil,2010,6241.0
293,Wädenswil,2011,5320.0
293,Wädenswil,2012,6406.0
293,Wädenswil,2013,6005.0
293,Wädenswil,2014,5867.0
293,Wädenswil,2015,5753.0
293,Wädenswil,2016,6277.0
293,Wädenswil,2017,7090.0
293,Wädenswil,2018,7095.0
293,Wädenswil,2019,7261.0
293,Wädenswil,2020,6977.0
293,Wädenswil,2021,6680.0
293,Wädenswil,2022,7207.0
294,Elgg,2009,5755.0
294,Elgg,2010,5414.0
294,Elgg,2011,5025.0
294,Elgg,2012,5395.0
294,Elgg,2013,4590.0
294,Elgg,2014,3985.0
294,Elgg,2015,4526.0
294,Elgg,2016,5021.0
294,Elgg,2017,5823.0
294,Elgg,2018,5528.0
294,Elgg,2019,6458.0
294,Elgg,2020,7016.0
294,Elgg,2021,7371.0
294,Elgg,2022,7310.0
295,Horgen,2009,7987.0
295,Horgen,2010,7718.0
295,Horgen,2011,8078.0
295,Horgen,2012,9008.0
295,Horgen,2013,8257.0
295,Horgen,2014,7343.0
295,Horgen,2015,7601.0
295,Horgen,2016,7809.0
295,Horgen,2017,9578.0
295,Horgen,2018,8159.0
295,Horgen,2019,9515.0
295,Horgen,2020,8512.0
295,Horgen,2021,9262.0
295,Horgen,2022,8964.0
296,Illnau-Effretikon,2009,5007.0
296,Illnau-Effretikon,2010,4531.0
296,Illnau-Effretikon,2011,3729.0
296,Illnau-Effretikon,2012,4310.0
296,Illnau-Effretikon,2013,3902.0
296,Illnau-Effretikon,2014,3925.0
296,Illnau-Effretikon,2015,4008.0
296,Illnau-Effretikon,2016,4095.0
296,Illnau-Effretikon,2017,4322.0
296,Illnau-Effretikon,2018,3893.0
296,Illnau-Effretikon,2019,4252.0
296,Illnau-Effretikon,2020,4582.0
296,Illnau-Effretikon,2021,4336.0
296,Illnau-Effretikon,2022,4324.0
297,Bauma,2009,6189.0
297,Bauma,2010,6309.0
297,Bauma,2011,5906.0
297,Bauma,2012,5720.0
297,Bauma,2013,4740.0
297,Bauma,2014,4302.0
297,Bauma,2015,4441.0
297,Bauma,2016,3939.0
297,Bauma,2017,5095.0
297,Bauma,2018,4477.0
297,Bauma,2019,4534.0
297,Bauma,2020,5696.0
297,Bauma,2021,4047.0
297,Bauma,2022,4449.0
298,Wiesendangen,2009,7062.0
298,Wiesendangen,2010,5890.0
298,Wiesendangen,2011,6394.0
298,Wiesendangen,2012,6546.0
298,Wiesendangen,2013,8393.0
298,Wiesendangen,2014,7043.0
298,Wiesendangen,2015,6199.0
298,Wiesendangen,2016,6143.0
298,Wiesendangen,2017,6776.0
298,Wiesendangen,2018,8752.0
298,Wiesendangen,2019,9015.0
298,Wiesendangen,2020,7414.0
298,Wiesendangen,2021,7780.0
298,Wiesendangen,2022,7560.0
